ID,v2
4435,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
4438,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
4439,That's my honeymoon outfit. :)
4446,"Just checked out, heading out to drop off my stuff now"
4454,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
4457,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
4460,So what u doing today?
4473,Pls come quick cant bare this.
4474,"Whatever, juliana. Do whatever you want."
4475,"Sorry, I'll call later"
4478,Dare i ask... Any luck with sorting out the car?
4483,"Oh... Icic... K lor, den meet other day..."
4489,"Cool, text me when you head out"
4499,I'm thinking that chennai forgot to come for auction..
4505,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
4507,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
4508,Reverse is cheating. That is not mathematics.
4514,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
4517,RCT' THNQ Adrian for U text. Rgds Vatian
4519,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
4521,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
4532,"I can't right this second, gotta hit people up first"
4533,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
4540,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
4541,Hurry home. Soup is DONE!
4549,"That's fine, I'll bitch at you about it later then"
4551,"Sorry, I'll call later"
4555,Hi:)did you asked to waheeda fathima about leave?
4560,"Haha awesome, be there in a minute"
4562,Ok can...
4566,";-( oh well, c u later"
4574,U 2.
4575,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
4578,Die... Now i have e toot fringe again...
4580,Depends on where u going lor.
4581,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
4585,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
4587,And whenever you and i see we can still hook up too.
4588,"Dad wanted to talk about the apartment so I got a late start, omw now"
4590,"Yeah, where's your class at?"
4593,"K so am I, how much for an 8th? Fifty?"
4594,Nah dub but je still buff
4595,Thats cool. How was your day?
4602,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
4604,Oh yah... We never cancel leh... Haha 
4607,Were somewhere on Fredericksburg
4609,K..k..i'm also fine:)when will you complete the course?
4613,Are you the cutest girl in the world or what
4616,Thnx dude. u guys out 2nite?
4617,"Ah, well that confuses things, doesnÛ÷t it?"
4618,Okay... I booked all already... Including the one at bugis.
4621,Does not operate after  &lt;#&gt;  or what
4623,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
4624,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
4625,You also didnt get na hi hi hi hi hi
4628,I am sorry it hurt you.
4632,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
4633,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
4634,"\Are you comingdown later?\"""""
4635,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m)
4638,Pls dont restrict her from eating anythin she likes for the next two days.
4642,Do Ì_ noe if ben is going?
4643,Ard 6 like dat lor.
4644,"As usual..iam fine, happy &amp; doing well..:)"
4646,Its not the same here. Still looking for a job. How much do Ta's earn there.
4648,No problem. How are you doing?
4649,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)"""
4651,Howz pain?hope u r fine..
4656,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
4661,Apart from the one i told you about yesterday?
4662,Spoons it is then okay?
4667,Anything...
4671,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
4680,"It's ok, at least armand's still around"
4683,K..u also dont msg or reply to his msg..
4685,Cuz ibored. And don wanna study
4688,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
4694,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
4696,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
4701,Yup i've finished c Ì_ there...
4713,"Sorry, I can't help you on this."
4715,Well good morning mr . Hows london treatin' ya treacle?
4725,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..
4732,"Oh yes, why is it like torture watching england?"
4739,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
4746,He needs to stop going to bed and make with the fucking dealing
4750,How is it possible to teach you. And where.
4760,What you did in  leave.
4761,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
4762,Or I guess  &lt;#&gt;  min
4767,K. I will sent it again
4768,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
4770,Its good to hear from you
4780,Er yep sure. Props?
4792,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
4801,Sounds like you have many talents! would you like to go on a dinner date next week?
4802,When you are big..| God will bring success.
4806,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
4810,Dude got a haircut. Now its breezy up there
4812,Where at were hungry too
4814,She.s find. I sent you an offline message to know how anjola's now.
4815,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
4817,Sent me ur email id soon
4837,Love you aathi..love u lot..
4838,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
4840,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
4843,Have you not finished work yet or something?
4848,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
4857,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
4865,Can i get your opinion on something first?
4866,Sounds like something that someone testing me would sayy
4879,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
4886,Not to worry. I'm sure you'll get it.
4888,Y bishan lei... I tot Ì_ say lavender? 
4890,"Sorry, I'll call later"
4902,How much it will cost approx . Per month.
4903,I thought slide is enough.
4908,I called and said all to him:)then he have to choose this future.
4916,Do have a nice day today. I love you so dearly.
4920,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
4921,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
4927,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
4928,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
4936,Go chase after her and run her over while she's crossing the street
4939,R we going with the  &lt;#&gt;  bus?
4955,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
4961,Hey i've booked the 2 lessons on sun liao...
4963,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
4964,Jordan got voted out last nite!
4965,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
4966,U can call me now...
4967,Sorry da. I gone mad so many pending works what to do.
4972,Oh k.k..where did you take test?
4975,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
4978,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
4979,Hey tmr meet at bugis 930 ?
4986,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
4988,* You gonna ring this weekend or wot?
4989,When are you guys leaving?
4992,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
4996,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
5000,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 
5008,I know she called me
5009,Pls dont forget to study
5011,MMM ... Fuck .... Merry Christmas to me
5014,"Nah can't help you there, I've never had an iphone"
5020,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
5023,Then she buying today? ÌÏ no need to c meh...
5025,Hope you are having a good week. Just checking in
5027,At home also.
5030,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
5031,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
5033,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
5035,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
5040,Where are you?when wil you reach here?
5044,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
5052,Meet after lunch la...
5055,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
5058,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
5065,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
5066,"When you get free, call me"
5070,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
5076,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
5079,"Well, i'm gonna finish my bath now. Have a good...fine night."
5080,Haha i think i did too
5085,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
5089,My phone
5092,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
5097,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL
5105,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
5106,Wish i were with you now!
5114,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
5118,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
5125,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
5127,Am not interested to do like that.
5132,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
5137,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
5138,I anything lor...
5147,Did you show him and wot did he say or could u not c him 4 dust?
5155,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
5157,Thanx a lot...
5159,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
5160,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
5166,Oops. 4 got that bit.
5167,Mum ask Ì_ to buy food home...
5176,Today my system sh get ready.all is well and i am also in the deep well
5183,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
5217,"Aight, call me once you're close"
5222,Just normal only here :)
5225,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
5229,You always make things bigger than they are
5230,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
5243,U coming 2 pick me?
5249,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
5254,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
5262,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
5265,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
5267,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
5274,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.
5277,I cant pick the phone right now. Pls send a message
5282,Id onluy matters when getting on from offcampus
5284,"Gud gud..k, chikku tke care.. sleep well gud nyt"
5304,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
5307,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
5309,What???? Hello wats talks email address?
5310,Will you come online today night
5316,"I guess you could be as good an excuse as any, lol."
5323,"Alright if you're sure, let me know when you're leaving"
5324,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
5329,S...i will take mokka players only:)
5330,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
5332,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
5336,Ok i msg u b4 i leave my house.
5342,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
5348,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
5353,Are you going to wipro interview today?
5354,Now am free call me pa.
5356,Boo. How's things? I'm back at home and a little bored already :-(
5360,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
5365,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
5375,"Sorry, I'll call later  &lt;#&gt; mins"
5376,On the road so cant txt
5381,"sorry, no, have got few things to do. may be in pub later."
5382,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
5384,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\"""""
5385,We confirm eating at esplanade?
5387,Are you driving or training?
5389,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
5390,Whom you waited for yesterday
5397,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
5398,"K I'm leaving soon, be there a little after 9"
5399,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
5405,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
5419,You want to go? 
5422,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
5427,U too...
5430,Hey i've booked the pilates and yoga lesson already... Haha
5435,Pls help me tell Ashley that i cant find her number oh
5439,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
5443,"Dear, take care. I am just reaching home.love u a lot."
5444,Okie...
5445,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
5450,You do what all you like
5452,Also maaaan are you missing out
5461,"Sorry, I'll call later in meeting"
5462,"As usual..iam fine, happy &amp; doing well..:)"
5467,Buy one egg for me da..please:)
5477,what is your account number?
5490,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
5493,Just do what ever is easier for you
5497,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
5501,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
5508,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
5512,At home watching tv lor.
5515,I fetch yun or u fetch?
5523,What not under standing.
5525,Cant think of anyone with * spare room off * top of my head
5528,K...k:)why cant you come here and search job:)
5533,Hi' Test on  &lt;#&gt; rd ....
5548,See the forwarding message for proof
5551,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
5555,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
5565,K and you're sure I don't have to have consent forms to do it :V
5567,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
