ID,v1,v2
4279,ham,Where are you call me.
4280,ham,I think steyn surely get one wicket:)
4281,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
4282,ham,So Ì_'ll be submitting da project tmr rite?
4288,ham,"K I'll head out in a few mins, see you there"
4289,ham,I accidentally brought em home in the box
4290,spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
4291,ham,2 laptop... I noe infra but too slow lar... I wan fast one
4292,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
4294,ham,Well done and ! luv ya all 
4295,ham,"Yeah, don't go to bed, I'll be back before midnight"
4296,ham,Hey are you angry with me. Reply me dr.
4298,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
4300,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
4302,ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
4303,ham,:-( sad puppy noise
4304,ham,I'm stuck in da middle of da row on da right hand side of da lt... 
4306,ham,"Babe, I'm back ... Come back to me ..."
4307,ham,Feel like trying kadeem again? :V
4308,ham,And you! Will expect you whenever you text! Hope all goes well tomo 
4311,ham,"Ela kano.,il download, come wen ur free.."
4314,spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
4315,ham,Xy trying smth now. U eat already? We havent...
4316,spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
4318,ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
4320,ham,Hi where you. You in home or calicut?
4321,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
4322,ham,I'm already back home so no probably not
4323,ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
4325,ham,Text her. If she doesnt reply let me know so i can have her log in
4327,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
4328,ham,Just got outta class gonna go gym.
4329,ham,Alright i have a new goal now
4331,ham,Well she's in for a big surprise!
4332,ham,"Sorry, I can't help you on this."
4333,ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
4334,ham,YO YO YO BYATCH WHASSUP?
4335,ham,Yes i will be there. Glad you made it.
4336,ham,K..k:)where are you?how did you performed?
4338,spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
4339,ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
4341,ham,We live in the next  &lt;#&gt; mins
4343,ham,In the end she might still vomit but its okay. Not everything will come out.
4344,ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
4346,ham,I said its okay. Sorry
4347,ham,How's ur paper?
4349,ham,How much did ur hdd casing cost.
4351,ham,Ok
4352,ham,Thank u!
4353,ham,Thankyou so much for the call. I appreciate your care.
4354,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
4355,ham,You tell what happen dont behave like this to me. Ok no need to say
4356,ham,Simply sitting and watching match in office..
4359,spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
4361,ham,Ok lor thanx... ÌÏ in school?
4362,ham,Yup. Thk of u oso boring wat.
4364,ham,Wat time Ì_ wan today?
4366,spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
4368,ham,K. Did you call me just now ah? 
4369,ham,I've reached home finally...
4370,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
4371,ham,Might ax well im there.
4372,ham,Going to join tomorrow.
4373,ham,Same as kallis dismissial in 2nd test:-).
4374,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
4375,ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
4377,ham,I'm in a movie... Collect car oredi...
4379,ham,Daddy will take good care of you :)
4381,ham,Bognor it is! Should be splendid at this time of year.
4382,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
4384,ham,"Coffee cake, i guess..."
4385,ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
4387,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
4388,ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
4389,ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
4390,ham,Kallis is ready for bat in 2nd innings
4391,ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
4392,ham,Not from this campus. Are you in the library?
4393,ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
4394,ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
4395,ham,I guess it is useless calling u 4 something important.
4396,ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
4398,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
4399,spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
4400,ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
4401,spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
4402,ham,Yes da. Any plm at ur office
4403,spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
4404,ham,"Haven't seen my facebook, huh? Lol!"
4405,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
4406,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
4407,ham,Hey do you want anything to buy:)
4408,ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
4410,ham,Yeah jay's sort of a fucking retard
4411,ham,Yep. I do like the pink furniture tho.
4412,ham,"Why is that, princess? I bet the brothas are all chasing you!"
4413,ham,Ok i'm coming home now.
4414,ham,Got smaller capacity one? Quite ex...
4416,ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
4417,ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
4418,ham,We stopped to get ice cream and will go back after
4419,spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
4420,ham,K..k:)how much does it cost?
4421,ham,And maybe some pressies
4422,ham,I hope you know I'm still mad at you.
4424,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
4425,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
4426,ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
4427,ham,"It's that time of the week again, ryan"
4428,ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
4432,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
4433,ham,"Sorry,in meeting I'll call later"
4436,ham,Many more happy returns of the day. I wish you happy birthday.
4437,ham,Same to u...
4440,ham,Beauty sleep can help ur pimples too.
4441,ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
4442,ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
4443,ham,Watching tv now. I got new job :)
4444,ham,Its sarcasm.. .nt scarcasim
4445,spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
4447,ham,Was the actual exam harder than NBME
4448,ham,Thought we could go out for dinner. I'll treat you! Seem ok?
4449,ham,Anything lor but toa payoh got place 2 walk meh...
4450,ham,You are gorgeous! keep those pix cumming :) thank you!
4451,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
4452,ham,Then what about further plan?
4453,spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
4455,ham,Actually I decided I was too hungry so I haven't left yet :V
4456,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
4458,ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
4459,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
4461,ham,But am going to college pa. What to do. are else ill come there it self. Pa.
4462,ham,No. But we'll do medical missions to nigeria
4463,ham,Left dessert. U wan me 2 go suntec look 4 u?
4464,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
4465,ham,"not that I know of, most people up here are still out of town"
4466,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
4467,ham,Check audrey's status right now
4468,ham,Dude how do you like the buff wind.
4469,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
4470,ham,Two teams waiting for some players
4471,ham,Doing project w frens lor. 
4472,ham,I've told you everything will stop. Just dont let her get dehydrated.
4476,ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
4477,ham,Wat time u finish ur lect today?
4479,ham,Ew are you one of them?
4480,ham,You flippin your shit yet?
4481,ham,I know you mood off today
4482,ham,Ok i vl..do u know i got adsense approved..
4484,ham,Jus ans me lar. U'll noe later.
4485,ham,Long after I quit. I get on only like 5 minutes a day as it is.
4486,ham,K da:)how many page you want?
4487,ham,Remember on that day..
4488,ham,"Sorry, went to bed early, nightnight"
4490,ham,Still in the area of the restaurant. Ill try to come back soon
4491,ham,U sure u can't take any sick time?
4492,ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
4493,ham,Well. Im computerless. Time to make some oreo truffles
4494,ham,Much better now thanks lol
4495,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
4496,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
4497,ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
4498,ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
4500,ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
4501,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
4502,ham,"Sir, i am waiting for your call."
4503,ham,"Sorry, I can't help you on this."
4504,ham,Then Ì_ come n pick me at 530 ar?
4506,ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
4509,ham,Oi when you gonna ring
4510,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
4511,ham,Welp apparently he retired
4512,ham,"I'll text carlos and let you know, hang on"
4513,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
4515,ham,"sorry brah, just finished the last of my exams, what up"
4516,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
4518,ham,Dad went out oredi... 
4520,ham,Ard 515 like dat. Y?
4522,ham,Ok no prob
4523,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
4524,ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
4525,ham,"Hi Chikku, send some nice msgs"
4526,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
4527,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
4528,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
4529,ham,Can you do online transaction?
4530,ham,Otherwise had part time job na-tuition..
4531,ham,Yeah get the unlimited
4534,ham,Shall i ask one thing if you dont mistake me.
4535,ham,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out."
4536,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
4537,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
4538,ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
4539,ham,Can u look 4 me in da lib i got stuff havent finish yet.
4542,ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
4543,ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
4544,ham,Are you free now?can i call now?
4545,ham,Huh so early.. Then Ì_ having dinner outside izzit?
4546,ham,I will come tomorrow di
4547,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
4548,ham,K:)k:)good:)study well.
4550,ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
4552,ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
4553,ham,Oh k. . I will come tomorrow
4554,ham,Umma. Did she say anything
4556,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
4557,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
4558,ham,Ok ok take care. I can understand.
4559,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386
4561,ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
4563,ham,.Please charge my mobile when you get up in morning.
4564,ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
4565,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
4567,ham,A bloo bloo bloo I'll miss the first bowl
4568,ham,At 7 we will go ok na.
4569,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
4570,ham,Me i'm not workin. Once i get job...
4571,ham,Aiyar sorry lor forgot 2 tell u...
4572,ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
4573,ham,I'm gonna rip out my uterus.
4576,ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
4577,ham,Hi its in durban are you still on this number
4579,ham,Y lei?
4582,ham,Yup i'm elaborating on the safety aspects and some other issues..
4583,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
4584,spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
4586,ham,Networking job is there.
4589,ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
4591,ham,What happen to her tell the truth
4592,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
4596,ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
4597,ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
4598,ham,Then we gotta do it after that
4599,ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
4600,ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
4601,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
4603,ham,Ya that one is slow as poo
4605,ham,"Awesome, that gonna be soon or later tonight?"
4606,ham,Or ill be a little closer like at the bus stop on the same street
4608,ham,Ok...
4610,spam,Call FREEPHONE 0800 542 0578 now!
4611,ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
4612,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
4614,ham,"Lets use it next week, princess :)"
4615,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
4619,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
4620,ham,"Looks like you found something to do other than smoke, great job!"
4622,ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
4626,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
4627,ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
4629,ham,Be sure to check your yahoo email. We sent photos yesterday
4630,ham,meet you in corporation st outside gap Û_ you can see how my mind is working!
4631,ham,No message..no responce..what happend?
4636,ham,Yo dude guess who just got arrested the other day
4637,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
4639,ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
4640,ham,Hahaha..use your brain dear
4641,ham,You are a big chic. Common. Declare
4645,ham,You will be in the place of that man
4647,ham,Sorry me going home first... Daddy come fetch Ì_ later...
4650,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
4652,ham,Lol enjoy role playing much?
4653,ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
4654,ham,I am taking half day leave bec i am not well
4655,ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
4657,ham,Tmr timin still da same wat cos i got lesson until 6...
4658,ham,In sch but neva mind u eat 1st lor..
4659,ham,Send me yetty's number pls.
4660,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
4663,ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
4664,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
4665,ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
4666,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
4668,ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
4669,ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
4670,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
4672,ham,Yup... How Ì_ noe leh...
4673,ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
4674,ham,"Dear, will call Tmorrow.pls accomodate."
4675,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
4676,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
4677,ham,"Sorry, I'll call later"
4678,spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
4679,ham,yay! finally lol. i missed our cinema trip last week :-(
4681,ham,LOL ... Have you made plans for new years?
4682,ham,Yes.mum lookin strong:)
4684,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
4686,ham,"That's very rude, you on campus?"
4687,ham,I didn't get the second half of that message
4689,ham,Black shirt n blue jeans... I thk i c Ì_...
4690,ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
4691,ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
4692,ham,I place all ur points on e cultures module already.
4693,ham,Ok leave no need to ask
4695,ham,I've reached already.
4697,ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
4698,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
4699,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
4700,ham,If you ask her or she say any please message.
4702,ham,From here after The performance award is calculated every two month.not for current one month period..
4703,ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
4704,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
4705,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
4706,ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
4707,ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
4708,ham,Are you this much buzy
4709,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
4710,ham,I'm at home n ready...
4711,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
4712,ham,Understand. his loss is my gain :) so do you work? School?
4714,ham,Yup song bro. No creative. Neva test quality. He said check review online.
4716,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
4717,ham,Okie... Thanx...
4718,ham,I dont. Can you send it to me. Plus how's mode.
4719,ham,Ok i also wan 2 watch e 9 pm show...
4720,ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
4721,ham,Lmao you know me so well...
4722,ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
4723,spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
4724,ham,Wife.how she knew the time of murder exactly
4726,ham,Raviyog Peripherals bhayandar east
4727,ham,"He will, you guys close?"
4728,ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
4729,ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
4730,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
4731,ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
4733,ham,Tell me something. Thats okay.
4734,ham,I got your back! Do you have any dislikes in bed?
4735,ham,Ok... Let u noe when i leave my house.
4736,ham,"I'm outside islands, head towards hard rock and you'll run into me"
4737,ham,Mine here like all fr china then so noisy.
4738,ham,Yup ok...
4740,ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
4741,ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
4742,ham,WOT U UP 2 J?
4743,spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
4744,ham,I am going to film 2day da. At 6pm. Sorry da.
4745,ham,"Yo, you at jp and hungry like a mofo?"
4747,ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
4748,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
4749,ham,Sorry for the delay. Yes masters
4751,spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
4752,ham,Do you know where my lab goggles went
4753,ham,"Pity, * was in mood for that. So...any other suggestions?"
4754,ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
4755,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
4756,ham,Hey what are you doing. Y no reply pa..
4757,ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
4758,ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
4759,ham,What makes you most happy?
4763,ham,Hey anyway i have to :-)
4764,ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
4765,ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
