index,Name,Platform,Year_of_Release,Genre,Publisher,JP_Sales,Critic_Score,Critic_Count,Global_Sales
236,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,0.06,91.0,83.0,4.57
1344,Anno 2070,PC,2011.0,Strategy,Ubisoft,0.0,83.0,33.0,1.43
15014,Blade Arcus from Shining EX,PS4,2015.0,Fighting,Sega,0.02,,,0.02
15380,Moujuutsukai to Oujisama: Snow Bride,PS2,2011.0,Adventure,Idea Factory,0.02,,,0.02
2321,Blitz: The League,PS2,2005.0,Sports,Unknown,0.0,76.0,25.0,0.89
7087,Hello Kitty Seasons,Wii,2010.0,Adventure,Namco Bandai Games,0.0,,,0.23
9410,Kung-Fu: High Impact,X360,2011.0,Action,Black Bean Games,0.0,56.0,18.0,0.13
1776,Asteroids,PS,1998.0,Shooter,Success,0.0,,,1.15
9690,NASCAR 2005: Chase for the Cup,GC,2004.0,Racing,Electronic Arts,0.0,,,0.12
7209,Neopets Puzzle Adventure,Wii,2008.0,Puzzle,Capcom,0.0,52.0,11.0,0.22
7888,Gallop Racer,PS,1999.0,Sports,Tecmo Koei,0.18,,,0.19
2391,Michael Jackson: The Experience,X360,2011.0,Misc,Ubisoft,0.0,63.0,31.0,0.87
5041,Hangman,2600,,Puzzle,Atari,0.0,,,0.38
10289,Silly Bandz: Play The Craze,DS,2010.0,Puzzle,Deep Silver,0.0,,,0.11
14017,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.04,,,0.04
12828,Backyard NFL Football '08,PS2,2007.0,Sports,Atari,0.0,,,0.06
7812,GunGriffon,SAT,1995.0,Simulation,Sega,0.19,,,0.19
12398,"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,THQ,0.0,57.0,21.0,0.06
5727,Namco Museum: Virtual Arcade,X360,2008.0,Misc,Atari,0.01,63.0,16.0,0.31
7581,Kung Fu Rider,PS3,2010.0,Action,Sony Computer Entertainment,0.01,36.0,45.0,0.2
8702,Muppet RaceMania,PS,1999.0,Racing,Sony Computer Entertainment,0.0,,,0.15
1613,FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.0,76.0,36.0,1.23
6091,Harvest Moon DS Cute (US sales),DS,2005.0,Simulation,Marvelous Interactive,0.0,,,0.28
1623,LEGO The Lord of the Rings,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,80.0,49.0,1.23
10237,ESA Game Pack,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,,,0.11
15557,Adidas Power Soccer 98,PS,1998.0,Sports,Psygnosis,0.0,,,0.02
6188,Cabela's Big Game Hunter 2012,X360,2011.0,Sports,Activision,0.0,,,0.28
3163,Jampack Volume 13 (RP-T),PS2,2005.0,Misc,Sony Computer Entertainment,0.0,,,0.64
7413,SBK Superbike World Championship,X360,2008.0,Racing,Black Bean Games,0.0,63.0,17.0,0.21
14571,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010.0,Fighting,Marvelous Interactive,0.03,,,0.03
11564,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994.0,Fighting,Sega,0.08,,,0.08
14007,Pia Carrot e Youkoso!! 2.5,DC,2008.0,Adventure,NEC Interchannel,0.04,,,0.04
5703,Batman: Arkham Origins,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.0,74.0,17.0,0.31
16045,Tiger & Bunny: Hero's Day,PSP,2013.0,Action,D3Publisher,0.02,,,0.02
8142,Pirates: Hunt For Blackbeard's Booty,Wii,2008.0,Adventure,Activision,0.0,,,0.18
78,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,0.05,95.0,91.0,8.49
6034,Shrek: Forever After,Wii,2010.0,Platform,Activision,0.0,,,0.29
2317,NBA Live 2005,XB,2004.0,Sports,Electronic Arts,0.0,85.0,28.0,0.9
14284,Sacra Terra: Angelic Night,PC,2011.0,Puzzle,Avanquest,0.0,,,0.03
15812,Amagoushi no Yakata,PS2,2007.0,Adventure,Nippon Ichi Software,0.02,,,0.02
2874,Conker: Live And Reloaded,XB,2005.0,Adventure,Microsoft Game Studios,0.0,,,0.71
4409,Petz: Catz 2,Wii,2007.0,Simulation,Ubisoft,0.0,,,0.44
15795,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.02,,,0.02
13595,Go Go Ackman 3,SNES,1995.0,Platform,Banpresto,0.04,,,0.04
3399,Beijing 2008,X360,2008.0,Sports,Sega,0.0,,,0.59
11804,Gundam Battle Tactics,PSP,2005.0,Action,Namco Bandai Games,0.07,,,0.07
9103,Scooby-Doo! Night of 100 Frights,XB,2003.0,Platform,THQ,0.0,,,0.14
7951,Family Feud: 2012 Edition,Wii,2011.0,Misc,Ubisoft,0.0,,,0.19
3478,Go Diego Go! Great Dinosaur Rescue,Wii,2008.0,Action,Take-Two Interactive,0.0,,,0.58
8889,Sword Art Online: Hollow Realization,PSV,2016.0,Role-Playing,Namco Bandai Games,0.1,60.0,5.0,0.15
2386,Need for Speed: V-Rally,PS,1997.0,Racing,Infogrames,0.09,,,0.87
4562,Rascal,PS,1998.0,Action,Psygnosis,0.0,,,0.42
13307,Colin McRae Rally 2005,XB,2004.0,Racing,Codemasters,0.0,83.0,35.0,0.05
363,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,0.07,78.0,49.0,3.54
15200,Psycho-Pass: Mandatory Happiness,PSV,2016.0,Adventure,Nippon Ichi Software,0.01,64.0,11.0,0.02
10034,Yogi Bear: The Video Game,Wii,2010.0,Action,D3Publisher,0.0,,,0.11
9345,Pro Yaky? Spirits 6,PS2,2009.0,Sports,Konami Digital Entertainment,0.13,,,0.13
5440,Beyond Good & Evil,PS2,2003.0,Adventure,Ubisoft,0.0,,,0.33
1360,Rayman Raving Rabbids,Wii,2006.0,Misc,Ubisoft,0.02,76.0,54.0,1.42
16377,Dokuro,PSV,2012.0,Action,GungHo,0.01,76.0,26.0,0.01
11998,The Legend of Heroes VII: The Trail of Zero,PSV,2012.0,Role-Playing,Falcom Corporation,0.07,,,0.07
14357,GunGriffon: Allied Strike,XB,2004.0,Simulation,Microsoft Game Studios,0.0,55.0,21.0,0.03
11334,Pac-Man Power Pack,PS2,2008.0,Misc,Namco Bandai Games,0.0,,,0.08
16247,Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,0.01,,,0.01
9833,Sega Soccer Slam,PS2,2002.0,Sports,Sega,0.0,66.0,9.0,0.12
5620,Rally Cross,PS,1997.0,Racing,Sony Computer Entertainment,0.0,,,0.32
5130,Hell's Kitchen: The Game,DS,2008.0,Simulation,Ubisoft,0.0,,,0.37
10925,Shockwave Assault,PS,1995.0,Simulation,Electronic Arts,0.0,,,0.09
11660,Dragon Shadow Spell,PS2,2007.0,Role-Playing,Flight-Plan,0.08,,,0.08
16464,Young Justice: Legacy,X360,2013.0,Action,Namco Bandai Games,0.0,,,0.01
15684,Legendary,PC,2008.0,Shooter,Atari,0.0,50.0,23.0,0.02
8275,Horrid Henry: Missions of Mischief,DS,2010.0,Adventure,SouthPeak Games,0.0,,,0.17
79,Wii Party,Wii,2010.0,Misc,Nintendo,2.49,68.0,42.0,8.38
7909,Risen,X360,2009.0,Role-Playing,Deep Silver,0.0,60.0,37.0,0.19
7232,Pinball Hall of Fame: The Williams Collection,PS3,2009.0,Misc,Crave Entertainment,0.0,82.0,16.0,0.22
8854,Burger Island,Wii,2009.0,Action,Destineer,0.0,,,0.15
5535,NBA Live 06,GC,2005.0,Sports,Electronic Arts,0.0,76.0,14.0,0.33
324,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,1.05,59.0,22.0,3.83
5015,Dora The Explorer: Dora Saves the Snow Princess,PS2,2008.0,Platform,Take-Two Interactive,0.0,,,0.38
1440,SaGa Frontier,PS,1997.0,Role-Playing,SquareSoft,1.07,,,1.35
16166,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,Activision,0.0,,,0.01
595,LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,0.0,80.0,24.0,2.57
1130,NBA 2K15,X360,2014.0,Sports,Take-Two Interactive,0.0,,,1.63
10445,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,Activision,0.0,,,0.1
10568,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.0,71.0,17.0,0.1
9000,QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.13,68.0,18.0,0.14
1510,Skylanders Giants,X360,2012.0,Action,Activision,0.0,80.0,35.0,1.3
7340,Star Wars: Battlefront,PC,2004.0,Shooter,LucasArts,0.0,72.0,19.0,0.21
3105,Advance Wars 2: Black Hole Rising,GBA,2003.0,Strategy,Nintendo,0.0,89.0,34.0,0.65
2593,Mega Man 5,NES,1992.0,Platform,Capcom,0.32,,,0.79
10768,Ford Racing 3,DS,2005.0,Racing,Zoo Digital Publishing,0.0,49.0,5.0,0.1
11521,AKB1/149: Love Election,PS3,2013.0,Adventure,Namco Bandai Games,0.08,,,0.08
656,Theme Hospital,PC,1997.0,Strategy,Electronic Arts,0.0,,,2.4
3070,Lollipop Chainsaw,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.11,67.0,37.0,0.66
14209,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016.0,Shooter,Gearbox Software,0.0,77.0,15.0,0.03
5538,Family Party: 90 Great Games Party Pack,Wii,2010.0,Misc,D3Publisher,0.0,,,0.33
16600,Unending Bloody Call,PSP,2012.0,Action,Asgard,0.01,,,0.01
9050,Front Mission Alternative,PS,1997.0,Strategy,SquareSoft,0.13,,,0.14
14091,Just Dance 2017,XOne,2016.0,Misc,Ubisoft,0.0,75.0,5.0,0.04
1383,Final Fantasy III,NES,1990.0,Role-Playing,SquareSoft,1.39,,,1.4
16195,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010.0,Adventure,FuRyu,0.01,,,0.01
15735,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008.0,Action,Marvelous Interactive,0.02,,,0.02
4940,MLB 15: The Show,PS3,2015.0,Sports,Sony Computer Entertainment,0.0,,,0.39
9025,Famista Returns,3DS,2015.0,Sports,Namco Bandai Games,0.14,,,0.14
2927,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.0,85.0,33.0,0.7
1614,Frogger: The Great Quest,PS2,2001.0,Platform,Konami Digital Entertainment,0.0,32.0,6.0,1.23
11989,Fantasy Aquarium by DS,DS,2008.0,Simulation,Mercury Games,0.0,,,0.07
12090,Bionicle Heroes,X360,2006.0,Shooter,Eidos Interactive,0.0,59.0,26.0,0.07
3356,Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Rising Star Games,0.11,81.0,58.0,0.6
213,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,0.01,88.0,29.0,4.91
10712,Project FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.1,,,0.1
13418,Monster Jam: Maximum Destruction,GC,2002.0,Racing,Ubisoft,0.0,,,0.05
131,Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,2.06,76.0,28.0,6.41
3087,Rocksmith 2014,PC,2013.0,Misc,Ubisoft,0.0,,,0.65
12727,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992.0,Fighting,Konami Digital Entertainment,0.06,,,0.06
11089,Scrabble,PSP,2009.0,Misc,Electronic Arts,0.0,,,0.09
14259,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,Namco Bandai Games,0.03,61.0,35.0,0.03
6517,Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,0.0,,,0.26
10716,Dora & Kai-Lan's Pet Shelter,DS,2011.0,Strategy,Take-Two Interactive,0.0,,,0.1
3467,FIFA Soccer 10,DS,2009.0,Sports,Electronic Arts,0.0,,,0.58
8146,Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005.0,Action,Namco Bandai Games,0.18,,,0.18
15240,Catan,DS,2009.0,Strategy,CDV Software Entertainment,0.0,,,0.02
13897,Free Running,Wii,2009.0,Sports,Reef Entertainment,0.0,,,0.04
11992,Machine Head,PS,1996.0,Shooter,Eidos Interactive,0.0,,,0.07
13141,Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.05,,,0.05
448,The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,0.46,91.0,81.0,3.1
13596,Advance Guardian Heroes,GBA,2004.0,Role-Playing,Ubisoft,0.0,65.0,25.0,0.04
11957,R-Type Command,PSP,2007.0,Strategy,Rising Star Games,0.01,69.0,29.0,0.07
14226,SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,Namco Bandai Games,0.03,,,0.03
16526,Virtua Quest,GC,,Role-Playing,Unknown,0.0,55.0,19.0,0.01
699,FIFA Soccer 09,PS2,2008.0,Sports,Electronic Arts,0.01,82.0,8.0,2.28
14015,Da Capo I & II Plus Situation Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.04,,,0.04
8295,Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000.0,Strategy,Namco Bandai Games,0.17,,,0.17
10875,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009.0,Action,Blast! Entertainment Ltd,0.0,,,0.09
7228,Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,505 Games,0.0,66.0,34.0,0.22
15120,Rugby League Live 3,X360,2015.0,Action,Tru Blu Entertainment,0.0,,,0.02
523,Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,0.06,,,2.81
11209,Forgotten Realms: Demon Stone,XB,2004.0,Action,Atari,0.0,72.0,17.0,0.09
12043,Ghost in the Shell: Stand Alone Complex,PSP,2005.0,Adventure,Atari,0.0,61.0,23.0,0.07
9294,Disney's Cinderella: Magical Dreams,GBA,,Platform,Disney Interactive Studios,0.0,69.0,7.0,0.14
1821,Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.0,78.0,50.0,1.12
1415,Pocket Monsters Stadium,N64,1998.0,Strategy,Nintendo,1.37,,,1.37
165,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,0.0,97.0,14.0,5.48
12291,Motion Explosion!,X360,2011.0,Misc,505 Games,0.0,,,0.06
3308,Madden NFL 2003,GBA,2002.0,Sports,Electronic Arts,0.0,76.0,5.0,0.61
12249,Dreamer Series: Pop Star,DS,2009.0,Misc,Tivola,0.0,,,0.07
7762,Just Dance: Greatest Hits,Wii,2012.0,Misc,Ubisoft,0.0,,,0.19
13195,Guild 01,3DS,2012.0,Action,Level 5,0.05,,,0.05
6758,NBA Courtside 2002,GC,2002.0,Sports,Nintendo,0.0,71.0,18.0,0.25
14685,Handball 16,PS3,2015.0,Sports,Bigben Interactive,0.0,,,0.03
5305,Defiance,PS3,2013.0,Shooter,Trion Worlds,0.0,59.0,21.0,0.35
14707,Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,Activision,0.0,73.0,7.0,0.03
11381,Godzilla Generations,DC,1998.0,Action,Sega,0.08,,,0.08
14148,Cooking Mama: My Sweets Shop,3DS,2014.0,Simulation,Office Create,0.03,,,0.03
4600,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.0,,,0.42
15612,Kamen Rider: Battride War II,WiiU,2014.0,Action,Namco Bandai Games,0.02,,,0.02
2555,Yakuza,PS2,2005.0,Action,Sega,0.74,75.0,58.0,0.8
3383,Monopoly,X360,2008.0,Misc,Electronic Arts,0.0,56.0,9.0,0.59
12154,Army Men: RTS,GC,2004.0,Strategy,Global Star,0.0,,,0.07
5837,Naruto: Ninja Destiny (US sales),DS,2006.0,Fighting,Namco Bandai Games,0.0,,,0.3
10691,Fate/hollow ataraxia,PSV,2014.0,Adventure,Type-Moon,0.1,,,0.1
8587,The Powerpuff Girls: Chemical X-Traction,N64,2001.0,Action,BAM! Entertainment,0.0,,,0.16
625,Mario Party 4,GC,2002.0,Misc,Nintendo,0.92,70.0,26.0,2.47
4791,Samurai Shodown,SNES,1994.0,Fighting,Takara,0.4,,,0.4
3997,Wet,X360,,Shooter,Bethesda Softworks,0.01,69.0,79.0,0.5
9139,Gretzky NHL 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.0,62.0,24.0,0.14
761,Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.02,79.0,72.0,2.16
11622,Medabots Dual: Kabuto / Kuwagata,3DS,2013.0,Role-Playing,Rocket Company,0.08,,,0.08
10931,Rygar: The Battle of Argus,Wii,2008.0,Action,Rising Star Games,0.0,52.0,29.0,0.09
6407,NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.01,63.0,24.0,0.27
5479,Super Power League 2,SNES,1994.0,Sports,Hudson Soft,0.33,,,0.33
6324,The Club,X360,2008.0,Shooter,Sega,0.0,76.0,63.0,0.27
9635,Quantum Redshift,XB,2002.0,Racing,Microsoft Game Studios,0.0,70.0,21.0,0.13
6990,DiRT Showdown,X360,2012.0,Racing,Codemasters,0.0,75.0,53.0,0.23
6927,We Love Golf!,Wii,2007.0,Sports,Capcom,0.03,,,0.24
4039,Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,0.13,65.0,69.0,0.49
5497,Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,Tecmo Koei,0.15,84.0,54.0,0.33
645,uDraw Studio,Wii,2010.0,Misc,THQ,0.0,71.0,9.0,2.42
13058,Kamen Rider: Dragon Knight,DS,2009.0,Fighting,D3Publisher,0.0,,,0.05
5533,Frogger II: Threeedeep!,2600,1983.0,Action,Parker Bros.,0.0,,,0.33
7802,Marvel Super Hero Squad: Comic Combat,PS3,2011.0,Action,THQ,0.0,,,0.19
12718,Burning Rangers,SAT,1998.0,Platform,Sega,0.06,,,0.06
1882,Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.01,54.0,51.0,1.09
4867,Danball Senki,PSP,2011.0,Role-Playing,Level 5,0.39,,,0.39
11994,MLB Front Office Manager,X360,2009.0,Sports,Take-Two Interactive,0.0,47.0,13.0,0.07
8087,Moon,PS,1997.0,Adventure,ASCII Entertainment,0.17,,,0.18
9232,FIFA 06 Soccer,GC,2005.0,Sports,Electronic Arts,0.0,,,0.14
4147,ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.0,90.0,59.0,0.47
2598,The Godfather II,X360,2009.0,Action,Electronic Arts,0.01,65.0,72.0,0.79
10733,Blast Chamber,PS,1996.0,Shooter,Activision,0.0,,,0.1
16233,Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,0.0,83.0,22.0,0.01
14937,Little Busters! Converted Edition,PSV,2012.0,Action,Prototype,0.03,,,0.03
2822,Monopoly Streets,Wii,2010.0,Misc,Electronic Arts,0.0,65.0,9.0,0.72
2349,Seiken Densetsu 3,SNES,1995.0,Role-Playing,SquareSoft,0.89,,,0.89
5471,Bee Movie Game,Wii,2007.0,Action,Activision,0.0,62.0,16.0,0.33
5217,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005.0,Fighting,Atari,0.36,,,0.36
13849,Famicom Mini: Clu Clu Land,GBA,2004.0,Puzzle,Nintendo,0.04,,,0.04
7137,Gundam Battle Chronicle,PSP,2007.0,Action,Namco Bandai Games,0.22,,,0.22
5131,DiRT Rally,PS4,2016.0,Racing,Codemasters,0.0,85.0,46.0,0.37
14739,Ride,PC,2015.0,Racing,Milestone S.r.l.,0.0,68.0,8.0,0.03
2286,Sonic Mega Collection Plus,XB,2004.0,Misc,Sega,0.0,75.0,20.0,0.91
6241,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000.0,Platform,Nintendo,0.28,,,0.28
12258,Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,0.0,61.0,18.0,0.07
2827,God Eater,PSP,2010.0,Action,Unknown,0.72,,,0.72
16394,Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,0.0,,,0.01
4207,Mat Hoffman's Pro BMX 2,PS2,2002.0,Sports,Activision,0.0,76.0,22.0,0.46
11460,Little League World Series Baseball 2010,PS3,2010.0,Sports,Activision,0.0,61.0,4.0,0.08
183,Madden NFL 2004,PS2,,Sports,Electronic Arts,0.01,94.0,29.0,5.23
6613,Triple Play 2002,XB,2002.0,Sports,Electronic Arts,0.0,64.0,17.0,0.25
11508,Line Rider 2: Unbound,DS,2008.0,Puzzle,Deep Silver,0.0,59.0,23.0,0.08
4057,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009.0,Shooter,Activision,0.0,,,0.49
12901,Vertigo,Wii,2009.0,Strategy,Playlogic Game Factory,0.0,66.0,4.0,0.05
1169,Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,Konami Digital Entertainment,0.01,69.0,8.0,1.58
2489,The Game of Life,PS,1998.0,Misc,Unknown,0.0,,,0.83
8058,Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.04,59.0,30.0,0.18
5802,Shrek's Carnival Craze Party Games,Wii,2008.0,Misc,Activision,0.0,,,0.31
12180,Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,SNK Playmore,0.0,70.0,12.0,0.07
13845,Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,Kadokawa Shoten,0.04,,,0.04
13922,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,Namco Bandai Games,0.04,,,0.04
1711,Mario Tennis,GB,2000.0,Sports,Nintendo,0.44,,,1.18
16022,Powerbike,DS,2009.0,Racing,Majesco Entertainment,0.0,,,0.02
9370,Top Spin 3,DS,2008.0,Action,D3Publisher,0.0,65.0,12.0,0.13
2129,Romancing SaGa,SNES,1992.0,Role-Playing,SquareSoft,0.97,,,0.97
2532,The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,Nintendo,0.0,86.0,55.0,0.81
8589,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,0.12,,,0.16
1291,Imagine: Master Chef,DS,2007.0,Simulation,Ubisoft,0.0,,,1.47
3661,Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,Banpresto,0.55,,,0.55
3971,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009.0,Adventure,GSP,0.0,,,0.5
8019,Saw II: Flesh & Blood,PS3,2010.0,Action,Konami Digital Entertainment,0.0,,,0.18
3458,NHL 12,PS3,2011.0,Sports,Electronic Arts,0.0,86.0,33.0,0.58
9822,Densha De Go! 64,N64,1999.0,Simulation,Taito,0.05,,,0.12
3096,Scene It? Box Office Smash,X360,2008.0,Misc,Microsoft Game Studios,0.0,76.0,32.0,0.65
15281,Serious Sam HD: Gold Edition,PC,2010.0,Shooter,Devolver Digital,0.0,,,0.02
7300,MySims Party,Wii,2009.0,Simulation,Electronic Arts,0.0,56.0,16.0,0.21
12279,Lost in Blue 2,DS,2007.0,Adventure,Konami Digital Entertainment,0.05,58.0,29.0,0.06
9481,Venetica,X360,2010.0,Role-Playing,DTP Entertainment,0.0,42.0,14.0,0.13
6514,Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.0,70.0,17.0,0.26
15700,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006.0,Fighting,Ignition Entertainment,0.02,,,0.02
5839,Jumping Flash!,PS,1995.0,Platform,Sony Computer Entertainment,0.21,,,0.3
6232,NCAA Basketball 09,PS2,2008.0,Sports,Electronic Arts,0.0,55.0,4.0,0.28
11939,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008.0,Role-Playing,Falcom Corporation,0.07,,,0.07
6182,NBA In The Zone,PS,1995.0,Sports,Konami Digital Entertainment,0.0,,,0.28
2309,Madden NFL 99,N64,1998.0,Sports,Electronic Arts,0.0,,,0.9
901,Mario Party: Island Tour,3DS,2013.0,Misc,Nintendo,0.55,57.0,47.0,1.92
3748,LEGO Dimensions,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,62.0,5.0,0.53
571,FIFA 17,XOne,2016.0,Sports,Electronic Arts,0.0,84.0,50.0,2.65
16716,Haitaka no Psychedelica,PSV,2016.0,Adventure,Idea Factory,0.01,,,0.01
4545,Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.0,56.0,23.0,0.42
8804,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action,THQ,0.0,55.0,10.0,0.15
7078,The Raiden Project,PS,1995.0,Shooter,Ocean,0.12,,,0.23
3366,Just Dance 2014,WiiU,2013.0,Misc,Ubisoft,0.0,72.0,13.0,0.6
10501,Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.0,,,0.1
7434,Batman Begins,XB,2005.0,Action,Electronic Arts,0.0,65.0,56.0,0.21
16133,Kaitou Rousseau,DS,2006.0,Action,Namco Bandai Games,0.01,,,0.01
16514,Art Academy: Home Studio,WiiU,2015.0,Misc,Nintendo,0.01,82.0,9.0,0.01
5630,Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.15,76.0,51.0,0.32
9621,Little Battlers eXperience: Wars,3DS,2013.0,Strategy,Level 5,0.13,,,0.13
6743,Marvel: Ultimate Alliance 2,PSP,2009.0,Role-Playing,Activision,0.0,,,0.25
10066,Tom Clancy's Splinter Cell Trilogy,PS3,2011.0,Action,Ubisoft,0.0,,,0.11
4452,Jump Start Pet Rescue,Wii,2009.0,Misc,Knowledge Adventure,0.0,,,0.44
4704,Command & Conquer: Red Alert,PS,1997.0,Strategy,Virgin Interactive,0.0,,,0.41
2742,Final Fantasy XIV: A Realm Reborn,PS4,2014.0,Role-Playing,Square Enix,0.08,,,0.75
12527,Grey's Anatomy: The Video Game,Wii,2009.0,Adventure,Ubisoft,0.0,65.0,4.0,0.06
11463,Major League Baseball 2K11,PC,2011.0,Sports,Take-Two Interactive,0.0,74.0,5.0,0.08
16656,Fast Racing Neo ,WiiU,2016.0,Action,Nintendo,0.0,81.0,46.0,0.01
4378,Major League Baseball 2K6,PS2,2006.0,Sports,Spike,0.0,70.0,19.0,0.44
10359,MLB 14: The Show,PSV,2014.0,Sports,Sony Computer Entertainment America,0.0,68.0,6.0,0.11
8071,Shrek SuperSlam,DS,2005.0,Action,Activision,0.0,,,0.18
16130,Guild Wars: Factions,PC,2006.0,Role-Playing,NCSoft,0.0,84.0,39.0,0.01
16613,Romeo Vs. Juliet,PSP,2013.0,Adventure,Quinrose,0.01,,,0.01
8075,Six Flags Fun Park,DS,2008.0,Misc,Brash Entertainment,0.0,34.0,4.0,0.18
11629,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003.0,Role-Playing,Sega,0.0,71.0,24.0,0.08
14102,Deception III: Dark Delusion,PS,1999.0,Role-Playing,Tecmo Koei,0.0,,,0.04
6895,Wild 9,PS,1998.0,Action,Interplay,0.0,,,0.24
16021,Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,0.0,,,0.02
4470,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,Konami Digital Entertainment,0.12,,,0.43
3525,Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.02,74.0,36.0,0.57
16593,Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.01,,,0.01
3115,SingStar R&B,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,,,0.65
3952,Cars Toon: Mater's Tall Tales,Wii,2010.0,Misc,Disney Interactive Studios,0.0,,,0.5
