carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
13935,toyota, Avensis,2009,Manual,89000,Diesel,140.0,54.3,2.0,4994
13666,hyundi, I800,2018,Manual,37324,Diesel,145.0,28.0,2.5,15998
18844,ford, Grand C-MAX,2017,Manual,13809,Diesel,30.0,64.2,1.5,10800
18906,skoda, Kamiq,2020,Manual,3942,Petrol,145.0,49.6,1.0,16490
12891,skoda, Scala,2020,Manual,600,Petrol,150.0,49.6,1.0,17980
13231,ford, Edge,2017,Manual,17399,Diesel,145.0,48.7,2.0,20498
17974,merc, CLS Class,2019,Automatic,3130,Diesel,145.0,48.7,2.9,34979
16038,vauxhall, Vivaro,2015,Manual,72717,Diesel,160.0,49.6,1.6,10207
12742,toyota, Verso,2017,Manual,54761,Diesel,30.0,62.8,1.6,9698
15920,toyota, Prius,2017,Automatic,37199,Hybrid,140.0,85.6,1.8,18400
15543,ford, Edge,2017,Manual,20306,Diesel,200.0,47.9,2.0,20700
16298,ford, Galaxy,2016,Automatic,12181,Diesel,145.0,52.3,2.0,17995
19013,merc, SLK,2014,Semi-Auto,35000,Diesel,150.0,56.5,2.0,14890
17222,bmw, 6 Series,2015,Automatic,38509,Petrol,555.0,28.5,4.4,31975
16058,ford, Mustang,2019,Semi-Auto,678,Petrol,145.0,22.1,5.0,41000
16138,bmw, 6 Series,2014,Semi-Auto,64215,Diesel,160.0,49.6,3.0,17898
13288,bmw, Z3,1999,Manual,74282,Petrol,245.0,35.3,1.9,3995
17127,hyundi, IX20,2016,Manual,21941,Petrol,125.0,50.4,1.4,8470
13436,bmw, M4,2015,Manual,37538,Petrol,325.0,32.1,3.0,29197
15925,ford, Edge,2018,Automatic,11170,Diesel,145.0,47.9,2.0,25995
19104,toyota, Prius,2017,Automatic,30130,Hybrid,140.0,64.2,1.8,22991
14093,bmw, 6 Series,2010,Automatic,92642,Diesel,260.0,40.9,3.0,8995
14965,vw, Amarok,2018,Automatic,38360,Diesel,260.0,36.2,3.0,24995
16970,vw, CC,2016,Automatic,75387,Diesel,125.0,58.9,2.0,10329
14388,vw, Beetle,2012,Manual,15000,Petrol,235.0,37.2,2.0,8699
19503,merc, S Class,2016,Automatic,19000,Petrol,305.0,33.2,4.7,42490
19034,vauxhall, Combo Life,2019,Manual,7211,Diesel,145.0,53.3,1.5,14995
13310,merc, S Class,2017,Semi-Auto,13112,Petrol,145.0,40.9,3.0,46980
13133,vw, Arteon,2019,Semi-Auto,4482,Diesel,145.0,44.1,2.0,26995
19045,audi, A7,2019,Automatic,4288,Diesel,145.0,38.2,3.0,42500
14801,ford, KA,2013,Manual,33761,Petrol,30.0,57.7,1.2,4500
13642,bmw, X4,2015,Automatic,33289,Diesel,200.0,47.9,3.0,21437
17057,toyota, Prius,2017,Automatic,40205,Hybrid,0.0,94.1,1.8,17542
16910,hyundi, Santa Fe,2014,Manual,52236,Diesel,205.0,46.3,2.2,13991
14912,vw, Amarok,2018,Automatic,11625,Diesel,265.0,33.6,3.0,29994
13694,audi, A8,2018,Semi-Auto,6173,Diesel,145.0,40.4,3.0,39881
17479,audi, A8,2017,Semi-Auto,4685,Diesel,145.0,50.4,3.0,33950
17543,vauxhall, Combo Life,2019,Manual,7742,Diesel,145.0,53.3,1.5,16490
12634,vw, Caravelle,2019,Semi-Auto,5434,Diesel,145.0,33.6,2.0,42999
18266,vw, Arteon,2019,Automatic,7964,Diesel,145.0,50.4,2.0,24999
12472,ford, KA,2019,Manual,6000,Petrol,145.0,47.9,1.2,9000
12637,ford, Grand C-MAX,2017,Manual,29886,Diesel,30.0,64.2,1.5,10698
17408,bmw, X4,2016,Semi-Auto,75680,Diesel,145.0,54.3,2.0,18860
19068,ford, Galaxy,2018,Semi-Auto,23836,Diesel,145.0,52.3,2.0,17995
12994,skoda, Rapid,2013,Manual,40268,Diesel,20.0,72.4,1.6,6300
14291,merc, S Class,2019,Semi-Auto,1042,Diesel,145.0,52.3,3.0,46998
12590,vauxhall, GTC,2016,Manual,10337,Petrol,160.0,47.1,1.4,9549
16431,vauxhall, Antara,2014,Manual,27495,Diesel,235.0,44.1,2.2,6790
17226,bmw, M4,2020,Semi-Auto,1200,Petrol,145.0,32.5,3.0,56995
18919,vw, Arteon,2018,Semi-Auto,30823,Petrol,145.0,47.1,2.0,19498
15616,toyota, Avensis,2014,Manual,65000,Diesel,30.0,62.8,2.0,7250
16949,ford, Edge,2016,Automatic,23743,Diesel,200.0,47.9,2.0,20645
16709,toyota, Prius,2017,Automatic,52926,Hybrid,135.0,94.1,1.8,18000
12649,hyundi, I40,2015,Manual,31979,Diesel,30.0,65.7,1.7,8700
17371,hyundi, Santa Fe,2019,Automatic,1791,Diesel,145.0,39.2,2.2,32450
17054,merc, CLA Class,2018,Automatic,32197,Petrol,145.0,52.3,1.6,18400
19120,vw, Scirocco,2015,Manual,36406,Diesel,30.0,53.3,2.0,12990
15499,vw, CC,2013,Manual,30000,Diesel,30.0,60.1,2.0,10500
15539,vw, Beetle,2013,Manual,16969,Petrol,235.0,37.2,2.0,10999
16507,toyota, Avensis,2010,Manual,79031,Petrol,200.0,42.2,1.8,5495
18230,vauxhall, Combo Life,2019,Manual,11685,Diesel,145.0,53.3,1.5,13998
18715,bmw, X7,2019,Semi-Auto,3003,Diesel,145.0,33.6,3.0,64400
12722,vw, Tiguan Allspace,2019,Semi-Auto,6539,Diesel,150.0,39.2,2.0,26990
18035,vauxhall, Zafira Tourer,2013,Manual,121349,Petrol,235.0,39.2,1.8,3750
16004,skoda, Scala,2020,Semi-Auto,3569,Petrol,145.0,47.1,1.0,16990
17815,bmw, Z4,2020,Semi-Auto,5,Petrol,145.0,37.2,2.0,35850
12832,bmw, 7 Series,2017,Automatic,36500,Diesel,145.0,57.6,3.0,29999
13735,toyota, Land Cruiser,2019,Semi-Auto,22845,Diesel,150.0,30.1,2.8,42990
17830,merc, S Class,2016,Automatic,15000,Petrol,300.0,33.6,4.7,31000
19370,bmw, 6 Series,2013,Automatic,36049,Diesel,160.0,49.6,3.0,16200
13078,ford, Edge,2016,Semi-Auto,30265,Diesel,160.0,48.7,2.0,19499
17653,ford, Grand Tourneo Connect,2017,Manual,35654,Diesel,125.0,61.4,1.5,11000
14085,vauxhall, Combo Life,2018,Manual,10070,Diesel,145.0,53.3,1.5,15979
12546,merc, CLK,2002,Automatic,98000,Petrol,325.0,24.6,5.0,3790
15379,bmw, 7 Series,2017,Semi-Auto,34335,Diesel,145.0,54.3,3.0,27100
17292,bmw, 8 Series,2020,Semi-Auto,4500,Diesel,145.0,26.7,3.0,74995
17344,ford, Edge,2017,Manual,26758,Diesel,160.0,48.7,2.0,19998
13938,hyundi, I40,2019,Manual,10,Diesel,145.0,52.3,1.6,16000
15467,vw, Arteon,2019,Semi-Auto,10541,Diesel,145.0,50.4,2.0,26250
13733,hyundi, I40,2019,Manual,20,Diesel,145.0,52.3,1.6,16000
18398,skoda, Rapid,2016,Manual,36364,Petrol,20.0,60.1,1.2,7000
18711,toyota, Verso,2016,Manual,14996,Petrol,200.0,41.5,1.6,11990
13749,vw, Arteon,2019,Automatic,2000,Diesel,145.0,50.4,2.0,32391
17935,toyota, GT86,2016,Manual,19987,Petrol,260.0,36.2,2.0,13999
12582,ford, Grand C-MAX,2016,Manual,29592,Diesel,30.0,64.2,1.5,9940
13611,toyota, Avensis,2013,Manual,57480,Diesel,30.0,62.8,2.0,7498
15228,ford, KA,2011,Manual,61437,Petrol,30.0,57.7,1.2,3299
14731,vauxhall, GTC,2015,Manual,79205,Petrol,165.0,47.1,1.4,5498
16648,vw, Arteon,2019,Automatic,3080,Petrol,145.0,40.4,1.5,27950
12872,bmw, M4,2019,Automatic,99,Petrol,145.0,34.0,3.0,45999
16925,hyundi, Santa Fe,2018,Semi-Auto,33911,Diesel,145.0,42.8,2.2,19483
17544,skoda, Yeti,2013,Manual,95000,Diesel,30.0,61.4,1.6,5495
18999,vw, CC,2015,Semi-Auto,54231,Diesel,150.0,53.3,2.0,9995
12369,ford, Galaxy,2019,Manual,5612,Diesel,145.0,55.4,2.0,27300
15181,merc, CLA Class,2017,Automatic,31949,Diesel,150.0,58.9,2.1,20480
14792,vw, Amarok,2017,Automatic,30450,Diesel,260.0,36.2,3.0,24900
12552,hyundi, IX20,2019,Manual,100,Petrol,145.0,37.2,1.6,14750
12154,vw, Arteon,2019,Semi-Auto,3111,Petrol,145.0,47.1,2.0,27990
17258,toyota, GT86,2016,Manual,14000,Petrol,260.0,36.2,2.0,17500
16915,skoda, Rapid,2018,Manual,19050,Petrol,145.0,62.8,1.0,10990
16106,skoda, Yeti,2013,Manual,43416,Diesel,150.0,52.3,2.0,7495
17126,bmw, X4,2019,Semi-Auto,4742,Diesel,145.0,40.9,3.0,43995
15503,hyundi, Santa Fe,2014,Automatic,51344,Diesel,260.0,41.5,2.2,14799
13488,ford, Grand C-MAX,2017,Manual,14161,Diesel,30.0,64.2,1.5,10998
12967,skoda, Rapid,2017,Manual,33151,Petrol,145.0,61.4,1.0,8800
15479,ford, Galaxy,2018,Automatic,8878,Diesel,145.0,52.3,2.0,18741
17210,toyota, GT86,2020,Manual,3250,Petrol,145.0,33.2,2.0,25995
12226,hyundi, I800,2018,Manual,33173,Diesel,145.0,37.7,2.5,15499
12083,toyota, Prius,2017,Automatic,8943,Hybrid,0.0,94.1,1.8,20995
15884,bmw, 6 Series,2017,Semi-Auto,9769,Diesel,145.0,51.4,3.0,29875
13074,vw, Arteon,2019,Semi-Auto,6882,Diesel,145.0,62.8,2.0,24990
14880,skoda, Yeti,2014,Manual,39407,Diesel,150.0,55.4,2.0,8995
13470,vauxhall, Combo Life,2019,Manual,4538,Diesel,150.0,53.3,1.5,14498
14425,audi, RS4,2018,Semi-Auto,23249,Petrol,145.0,32.1,2.9,52422
18031,ford, Galaxy,2016,Automatic,22040,Diesel,150.0,52.3,2.0,18000
18614,hyundi, Santa Fe,2018,Semi-Auto,19935,Diesel,145.0,39.2,2.2,29000
18427,toyota, Avensis,2015,Manual,19363,Diesel,20.0,67.3,1.6,9998
17561,skoda, Scala,2020,Manual,1309,Diesel,145.0,57.7,1.6,18245
14369,merc, GL Class,2016,Automatic,16000,Diesel,300.0,36.2,3.0,36500
14630,vauxhall, Zafira Tourer,2016,Manual,58825,Petrol,205.0,42.2,1.4,8495
17625,hyundi, IX20,2015,Automatic,21900,Petrol,165.0,43.5,1.6,9990
18106,ford, Mustang,2017,Manual,17030,Petrol,150.0,20.9,5.0,27990
18138,audi, SQ5,2017,Automatic,27000,Petrol,150.0,34.0,3.0,36950
12302,audi, A8,2019,Automatic,178,Diesel,145.0,39.2,3.0,52850
16510,toyota, Prius,2016,Automatic,48153,Other,10.0,64.2,1.8,20000
14652,skoda, Rapid,2017,Manual,23002,Petrol,145.0,57.7,1.2,8990
12408,skoda, Rapid,2017,Manual,22199,Petrol,30.0,57.7,1.2,10800
18257,toyota, Verso,2017,Semi-Auto,16412,Petrol,200.0,42.8,1.8,16500
15805,skoda, Kamiq,2020,Semi-Auto,2000,Diesel,145.0,52.3,1.6,21495
16788,vw, Caddy Maxi Life,2020,Semi-Auto,5000,Diesel,145.0,46.3,2.0,23995
13902,hyundi, IX35,2015,Automatic,52747,Diesel,265.0,41.5,2.0,9495
18561,merc, GL Class,2015,Semi-Auto,22548,Diesel,330.0,36.2,3.0,32998
13535,hyundi, Santa Fe,2019,Automatic,5000,Diesel,145.0,39.8,2.2,36495
14236,merc, CLS Class,2016,Semi-Auto,44029,Diesel,125.0,57.7,2.1,19980
12050,vauxhall, Zafira Tourer,2016,Automatic,14000,Petrol,200.0,40.9,1.4,12990
14199,toyota, GT86,2012,Automatic,74599,Petrol,200.0,39.8,2.0,9995
18287,toyota, Prius,2016,Automatic,61458,Hybrid,0.0,85.6,1.8,15995
15453,vw, CC,2015,Manual,84932,Diesel,30.0,60.1,2.0,8998
17584,bmw, 7 Series,2020,Semi-Auto,6555,Diesel,145.0,42.2,3.0,53000
13153,skoda, Kamiq,2019,Manual,4000,Petrol,145.0,47.1,1.0,18000
15369,merc, GLS Class,2017,Automatic,7208,Diesel,305.0,37.2,3.0,38250
17474,bmw, M3,2017,Semi-Auto,15770,Petrol,305.0,34.0,3.0,37591
14345,vw, Caddy Maxi Life,2020,Semi-Auto,2000,Diesel,145.0,46.3,2.0,23990
16317,ford, Grand Tourneo Connect,2019,Manual,1144,Diesel,145.0,61.4,1.5,17998
17367,ford, Grand C-MAX,2016,Manual,42619,Diesel,30.0,64.2,1.5,9268
17790,vw, Beetle,2015,Manual,35212,Diesel,30.0,65.7,1.6,8995
14151,merc, S Class,2019,Automatic,2528,Diesel,145.0,48.7,3.0,62799
12404,audi, A7,2017,Semi-Auto,34132,Diesel,30.0,62.8,3.0,21150
18628,ford, Grand C-MAX,2016,Automatic,19704,Diesel,30.0,58.9,1.5,10077
14952,audi, RS4,2019,Automatic,4100,Petrol,145.0,29.1,2.9,56795
17875,ford, Puma,2020,Manual,2075,Petrol,145.0,50.4,1.0,19970
13166,vw, Scirocco,2014,Manual,37506,Diesel,20.0,55.4,2.0,12600
15646,ford, Grand C-MAX,2016,Manual,27169,Diesel,30.0,64.2,1.5,9999
14359,vw, Arteon,2018,Semi-Auto,4294,Diesel,145.0,50.4,2.0,24995
12143,hyundi, I40,2016,Manual,38259,Diesel,30.0,65.7,1.7,9698
17879,vw, Caddy Maxi Life,2019,Semi-Auto,13857,Diesel,145.0,54.3,2.0,18490
18762,bmw, Z4,2020,Semi-Auto,1000,Petrol,145.0,38.7,2.0,31980
17576,audi, S4,2004,Automatic,88024,Petrol,325.0,22.4,4.2,6990
12121,vw, Tiguan Allspace,2018,Semi-Auto,8019,Diesel,145.0,47.9,2.0,25499
16409,merc, CLA Class,2017,Automatic,9970,Petrol,150.0,41.5,2.0,23490
19005,hyundi, I800,2019,Manual,14674,Diesel,145.0,31.7,2.5,18500
16722,merc, S Class,2019,Automatic,1000,Diesel,145.0,52.3,3.0,67109
16378,bmw, X6,2019,Semi-Auto,2519,Petrol,145.0,26.4,3.0,66750
12520,merc, S Class,2016,Semi-Auto,36121,Diesel,200.0,47.9,3.0,26498
17501,bmw, i3,2017,Automatic,26139,Hybrid,135.0,470.8,0.0,21490
12960,vw, Caravelle,2019,Semi-Auto,12192,Diesel,145.0,32.8,2.0,39995
19040,skoda, Rapid,2018,Manual,11154,Petrol,145.0,61.4,1.0,9791
15436,bmw, X4,2017,Automatic,35351,Diesel,200.0,47.1,3.0,24999
12643,vauxhall, Zafira Tourer,2016,Manual,22983,Petrol,200.0,42.2,1.4,9950
13475,hyundi, IX20,2017,Automatic,19825,Petrol,160.0,43.5,1.6,10290
17405,hyundi, IX20,2015,Manual,27027,Petrol,125.0,50.4,1.4,6498
17595,hyundi, I800,2018,Manual,32997,Diesel,145.0,37.7,2.5,15495
13456,vw, Caddy Maxi Life,2019,Automatic,13891,Diesel,145.0,44.1,2.0,18250
19191,ford, KA,2019,Manual,2296,Petrol,145.0,43.5,1.2,10998
14737,toyota, GT86,2017,Manual,18544,Petrol,150.0,36.2,2.0,18621
17373,hyundi, Santa Fe,2019,Semi-Auto,2251,Diesel,145.0,40.9,2.2,31680
17288,ford, Tourneo Custom,2018,Manual,22500,Diesel,145.0,32.5,2.0,24495
19121,hyundi, Santa Fe,2016,Manual,39979,Diesel,200.0,47.1,2.2,16470
14519,skoda, Kamiq,2019,Automatic,2777,Petrol,145.0,45.6,1.0,18217
17287,vw, Amarok,2015,Manual,43935,Diesel,260.0,35.3,2.0,18995
13177,skoda, Scala,2020,Manual,1652,Petrol,145.0,47.9,1.5,19952
17219,bmw, 6 Series,2015,Semi-Auto,65185,Diesel,160.0,49.6,3.0,19980
15546,bmw, Z4,2019,Semi-Auto,8998,Petrol,145.0,38.7,2.0,27950
18485,bmw, X6,2017,Automatic,31931,Petrol,145.0,29.1,4.4,36000
16301,bmw, X4,2016,Automatic,31084,Diesel,145.0,54.3,2.0,21400
18898,toyota, Prius,2015,Automatic,46230,Hybrid,10.0,64.2,1.8,20500
16878,merc, S Class,2016,Automatic,75000,Hybrid,190.0,42.4,3.5,24880
14097,vw, Eos,2014,Manual,58000,Diesel,125.0,58.9,2.0,8950
14966,ford, Galaxy,2018,Manual,32944,Diesel,150.0,56.5,2.0,20495
12983,merc, GLB Class,2020,Semi-Auto,29,Diesel,145.0,44.8,2.0,40480
14350,ford, KA,2016,Manual,55000,Petrol,30.0,57.7,1.2,5000
13103,bmw, 8 Series,2020,Semi-Auto,11,Petrol,145.0,31.7,3.0,62995
15854,toyota, Prius,2017,Automatic,13476,Hybrid,140.0,235.0,1.8,19998
15777,bmw, X6,2018,Semi-Auto,4015,Diesel,145.0,47.1,3.0,36498
12477,ford, Puma,2020,Manual,1000,Petrol,150.0,49.6,1.0,22998
18607,merc, CLS Class,2013,Automatic,72216,Diesel,200.0,46.3,3.0,12975
18247,vauxhall, GTC,2015,Manual,36189,Petrol,160.0,44.8,1.6,8691
13655,bmw, X4,2020,Semi-Auto,117,Diesel,145.0,40.9,3.0,53630
14360,bmw, 7 Series,2019,Automatic,2000,Hybrid,135.0,113.0,2.0,49000
15320,hyundi, I800,2018,Manual,30727,Diesel,145.0,31.7,2.5,15489
14692,ford, KA,2014,Manual,50452,Petrol,30.0,57.7,1.2,3495
19044,audi, SQ7,2017,Automatic,30000,Diesel,145.0,39.2,4.0,51990
16700,merc, S Class,2019,Semi-Auto,10500,Petrol,145.0,34.5,3.0,59998
13562,audi, RS4,2019,Automatic,5159,Petrol,145.0,29.1,2.9,59450
15672,audi, RS4,2014,Semi-Auto,70823,Petrol,555.0,26.4,4.2,24990
17801,toyota, Prius,2014,Automatic,49999,Hybrid,0.0,70.6,1.8,11995
17780,toyota, Avensis,2012,Automatic,40796,Petrol,205.0,42.2,1.8,8750
12045,audi, RS5,2018,Semi-Auto,28249,Petrol,145.0,32.5,2.9,42500
17847,skoda, Kamiq,2019,Semi-Auto,4000,Petrol,145.0,44.1,1.5,20990
12212,vauxhall, GTC,2017,Manual,34404,Petrol,145.0,36.2,2.0,14950
14383,bmw, 6 Series,2016,Automatic,47148,Diesel,200.0,49.6,3.0,20610
16992,ford, KA,2019,Manual,308,Petrol,145.0,47.9,1.2,10499
16224,merc, CLS Class,2019,Automatic,4011,Diesel,145.0,47.9,2.9,43490
13009,skoda, Rapid,2017,Manual,13272,Petrol,145.0,57.7,1.2,8995
15708,vw, Caravelle,2019,Semi-Auto,4500,Diesel,145.0,33.6,2.0,41000
17132,merc, X-CLASS,2019,Automatic,10996,Diesel,260.0,35.8,2.3,22995
17048,audi, SQ5,2015,Automatic,82820,Diesel,260.0,41.5,3.0,20000
13776,hyundi, IX20,2018,Manual,2259,Petrol,145.0,37.2,1.6,15495
18732,bmw, X6,2019,Automatic,4509,Diesel,145.0,34.9,3.0,59991
15704,vw, Caravelle,2019,Semi-Auto,12815,Diesel,145.0,33.6,2.0,33995
19183,toyota, Verso,2016,Manual,14103,Petrol,205.0,41.5,1.6,11298
14980,ford, Mustang,2018,Automatic,11475,Petrol,145.0,28.8,2.3,29000
16110,merc, S Class,2018,Automatic,11994,Diesel,145.0,52.3,3.0,41366
12435,vauxhall, Combo Life,2018,Manual,18,Diesel,145.0,53.3,1.5,14377
15365,skoda, Kamiq,2019,Manual,3021,Petrol,145.0,49.6,1.0,15995
18082,hyundi, Santa Fe,2016,Manual,10200,Diesel,200.0,46.3,2.2,17390
17218,toyota, GT86,2013,Automatic,28335,Petrol,200.0,39.8,2.0,11599
19227,ford, Galaxy,2018,Manual,34350,Diesel,145.0,56.5,2.0,17979
12432,skoda, Yeti,2011,Manual,93579,Diesel,200.0,46.3,2.0,5699
15124,vauxhall, Combo Life,2019,Manual,11,Diesel,145.0,53.3,1.5,16879
15197,ford, Galaxy,2018,Manual,55203,Diesel,150.0,56.5,2.0,13985
18912,merc, S Class,2019,Semi-Auto,11735,Diesel,145.0,52.3,3.0,44980
13139,ford, Grand C-MAX,2016,Manual,12249,Diesel,30.0,64.2,1.5,10799
15727,vw, Tiguan Allspace,2019,Semi-Auto,7442,Diesel,145.0,38.7,2.0,27995
14009,hyundi, Santa Fe,2015,Semi-Auto,54000,Diesel,265.0,42.2,2.2,14500
16947,hyundi, I800,2018,Manual,33389,Diesel,145.0,31.7,2.5,15838
16690,toyota, GT86,2017,Manual,10456,Petrol,145.0,36.2,2.0,18522
19164,vauxhall, Zafira Tourer,2017,Manual,8131,Petrol,145.0,41.5,1.4,11400
16983,bmw, X4,2017,Automatic,53888,Diesel,145.0,47.9,3.0,23299
16351,audi, Q8,2018,Semi-Auto,12332,Diesel,150.0,33.6,3.0,49991
13055,vw, Caravelle,2019,Automatic,5000,Diesel,145.0,33.6,2.0,46050
15090,ford, Grand C-MAX,2018,Manual,13202,Petrol,145.0,47.1,1.0,13000
14675,bmw, 7 Series,2020,Semi-Auto,10300,Diesel,145.0,41.5,3.0,55489
12069,hyundi, Santa Fe,2019,Semi-Auto,3920,Diesel,145.0,39.2,2.2,32995
19584,skoda, Kamiq,2019,Semi-Auto,2090,Petrol,150.0,44.1,1.5,19995
18590,hyundi, IX35,2014,Manual,70352,Diesel,150.0,53.3,1.7,7599
15840,merc, CLA Class,2020,Automatic,1200,Petrol,145.0,44.1,1.3,29498
17082,audi, A8,2018,Automatic,2249,Diesel,145.0,40.4,3.0,38572
16148,bmw, X6,2019,Semi-Auto,11330,Diesel,145.0,33.2,3.0,68522
19218,vauxhall, Combo Life,2019,Manual,5134,Petrol,145.0,42.2,1.2,14490
12388,merc, S Class,2017,Automatic,21000,Petrol,150.0,40.9,3.0,48990
17274,toyota, GT86,2017,Manual,10089,Petrol,145.0,36.2,2.0,17249
14746,vw, Arteon,2019,Semi-Auto,8494,Diesel,145.0,44.1,2.0,28990
14926,hyundi, I800,2016,Automatic,53000,Diesel,330.0,33.6,2.5,11995
13589,toyota, GT86,2020,Manual,614,Petrol,145.0,33.2,2.0,25499
14424,bmw, i3,2017,Automatic,3976,Hybrid,135.0,470.8,0.0,22999
17359,hyundi, IX20,2015,Manual,20077,Petrol,125.0,50.4,1.4,7998
13405,vw, Arteon,2019,Semi-Auto,6789,Diesel,145.0,50.4,2.0,29995
14380,vw, Caravelle,2020,Automatic,5000,Diesel,145.0,34.0,2.0,50388
15939,vw, CC,2016,Automatic,54355,Diesel,125.0,58.9,2.0,10712
12204,skoda, Yeti,2017,Manual,53033,Diesel,30.0,62.8,2.0,9999
19565,hyundi, I40,2017,Manual,9225,Diesel,145.0,65.7,1.7,11690
13521,bmw, M4,2018,Semi-Auto,4000,Petrol,145.0,33.6,3.0,55991
13464,ford, Edge,2018,Automatic,13649,Diesel,150.0,47.9,2.0,23000
15576,audi, Q8,2020,Semi-Auto,2000,Diesel,145.0,33.6,3.0,58000
15972,bmw, 6 Series,2019,Semi-Auto,27713,Diesel,145.0,47.9,3.0,31412
19332,audi, S3,2017,Manual,12500,Petrol,145.0,39.8,2.0,23990
14935,merc, M Class,2007,Automatic,67000,Diesel,555.0,28.8,3.0,6750
12052,ford, Galaxy,2019,Semi-Auto,3763,Diesel,145.0,54.3,2.0,27500
13374,merc, M Class,2014,Automatic,50974,Diesel,300.0,39.2,3.0,19495
12670,merc, GL Class,2016,Automatic,14253,Diesel,325.0,36.2,3.0,35371
17014,vauxhall, Agila,2013,Automatic,43000,Petrol,145.0,49.6,1.2,5490
17260,skoda, Yeti,2017,Manual,26588,Petrol,145.0,51.4,1.2,10800
13125,skoda, Rapid,2013,Manual,56090,Diesel,30.0,64.2,1.6,5995
16997,skoda, Rapid,2017,Manual,18325,Petrol,145.0,61.4,1.0,9625
13659,audi, RS3,2015,Semi-Auto,60457,Petrol,300.0,34.9,2.5,26995
12335,bmw, X4,2019,Automatic,5980,Diesel,145.0,37.2,3.0,42995
18827,bmw, X6,2013,Automatic,80000,Diesel,300.0,37.7,3.0,16990
17486,vw, Caravelle,2019,Semi-Auto,7801,Diesel,150.0,32.8,2.0,47994
15960,bmw, 7 Series,2017,Automatic,27791,Diesel,145.0,53.3,3.0,31250
15583,vw, California,2018,Automatic,7865,Diesel,260.0,44.1,2.0,54999
13615,vw, Caravelle,2014,Automatic,72000,Diesel,325.0,34.9,2.0,23950
14903,audi, A7,2017,Automatic,30884,Diesel,145.0,52.3,3.0,22000
19533,toyota, GT86,2017,Semi-Auto,13930,Petrol,150.0,39.8,2.0,18495
18913,vw, Arteon,2019,Semi-Auto,10301,Petrol,145.0,47.1,2.0,27981
13901,ford, Grand C-MAX,2017,Manual,20366,Petrol,30.0,54.3,1.0,10607
16192,bmw, M6,2016,Semi-Auto,19000,Petrol,555.0,27.4,4.4,36995
14816,bmw, 6 Series,2020,Semi-Auto,101,Petrol,145.0,42.8,2.0,33490
15585,vauxhall, Zafira Tourer,2017,Manual,16425,Petrol,150.0,41.5,1.4,11499
14548,merc, CLA Class,2017,Manual,22171,Petrol,145.0,51.4,1.6,15600
12482,hyundi, I40,2014,Manual,63458,Diesel,30.0,62.8,1.7,6895
13248,vw, Arteon,2019,Semi-Auto,5500,Diesel,145.0,50.4,2.0,27111
16798,audi, A7,2013,Automatic,75016,Diesel,200.0,47.9,3.0,15440
12703,hyundi, Santa Fe,2017,Semi-Auto,39589,Diesel,240.0,42.8,2.2,19470
15998,vw, Beetle,2013,Manual,61410,Diesel,125.0,57.6,2.0,7299
16169,vauxhall, Zafira Tourer,2015,Manual,50000,Petrol,205.0,42.2,1.4,8500
18167,hyundi, Santa Fe,2019,Semi-Auto,11000,Diesel,145.0,39.2,2.2,32495
14871,bmw, X6,2019,Semi-Auto,1000,Diesel,145.0,34.9,3.0,61854
17851,vw, Arteon,2019,Automatic,10000,Diesel,145.0,50.4,2.0,22760
13995,skoda, Scala,2019,Automatic,510,Diesel,145.0,54.3,1.6,16490
17412,merc, S Class,2017,Automatic,30272,Diesel,145.0,50.4,3.0,30291
16811,bmw, Z4,2019,Semi-Auto,9950,Petrol,145.0,38.7,2.0,31990
19093,bmw, 6 Series,2015,Semi-Auto,26797,Diesel,160.0,49.6,3.0,23552
14318,vw, Scirocco,2017,Manual,22575,Petrol,145.0,47.1,2.0,16250
15126,merc, S Class,2018,Semi-Auto,2984,Diesel,145.0,48.7,3.0,58099
19269,merc, S Class,2018,Automatic,1952,Petrol,145.0,34.0,4.0,82099
15005,vw, Tiguan Allspace,2019,Semi-Auto,1385,Diesel,145.0,38.7,2.0,28490
15946,bmw, X4,2016,Manual,23553,Diesel,160.0,52.3,2.0,19999
19192,vw, Scirocco,2016,Manual,32608,Petrol,125.0,37.2,1.4,11490
12923,merc, GL Class,2014,Automatic,5007,Diesel,145.0,55.4,2.1,17699
16963,vw, Scirocco,2016,Manual,10173,Petrol,125.0,52.3,1.4,14000
12535,bmw, M4,2020,Semi-Auto,2000,Petrol,145.0,32.5,3.0,51000
17808,skoda, Scala,2019,Automatic,42,Petrol,145.0,45.6,1.5,17995
14030,toyota, Avensis,2018,Manual,37191,Diesel,145.0,67.3,1.6,13695
18743,audi, A8,2019,Automatic,7890,Diesel,145.0,40.4,3.0,38975
18612,vw, Scirocco,2015,Manual,54045,Diesel,30.0,53.3,2.0,13995
13032,hyundi, Santa Fe,2017,Manual,19049,Diesel,200.0,47.1,2.2,18990
15040,toyota, Prius,2014,Automatic,50647,Hybrid,0.0,134.5,1.8,15362
19303,vauxhall, GTC,2016,Manual,40646,Petrol,160.0,47.1,1.4,8998
13560,vauxhall, Antara,2013,Manual,53469,Diesel,240.0,44.1,2.2,6999
17027,ford, Tourneo Custom,2019,Manual,6500,Diesel,145.0,31.7,2.0,29890
15011,audi, RS6,2014,Automatic,59894,Petrol,555.0,28.8,4.0,37000
