EmployeeNumber,Age,BusinessTravel,MonthlyIncome,Department,DistanceFromHome,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,NumCompaniesWorked,Attrition
1423,58,Travel_Rarely,19701,Research & Development,1,Medical,1,4.0,Female,Research Director,Married,3,0
556,38,Travel_Frequently,1702,Research & Development,2,Life Sciences,1,4.0,Male,Laboratory Technician,Married,1,0
10,59,Travel_Rarely,2670,Research & Development,3,Medical,1,3.0,Female,Laboratory Technician,Married,4,0
828,28,Travel_Rarely,4382,Research & Development,2,Medical,1,3.0,Male,Research Scientist,Single,6,1
269,35,Travel_Frequently,4425,Research & Development,2,Medical,1,2.0,Female,Laboratory Technician,Single,5,0
939,33,Travel_Rarely,2799,Research & Development,1,Other,1,3.0,Male,Research Scientist,Single,3,0
987,47,Travel_Frequently,5067,Research & Development,16,Medical,1,3.0,Male,Manufacturing Director,Divorced,1,0
621,34,Travel_Rarely,5337,Sales,21,Life Sciences,1,4.0,Male,Sales Executive,Single,1,0
1303,25,Travel_Rarely,2096,Research & Development,1,Medical,1,4.0,Female,Research Scientist,Single,1,0
1956,31,Travel_Frequently,5003,Research & Development,1,Life Sciences,1,4.0,Male,Research Scientist,Married,1,0
1554,35,Travel_Rarely,2430,Sales,28,Life Sciences,1,2.0,Female,Sales Representative,Married,0,0
1768,42,Travel_Rarely,2766,Research & Development,12,Medical,1,2.0,Male,Laboratory Technician,Divorced,8,0
1718,26,Travel_Rarely,2305,Research & Development,17,Medical,1,,Male,Laboratory Technician,Married,1,0
2024,36,Travel_Rarely,7644,Sales,3,Medical,1,1.0,Female,Sales Executive,Married,0,0
1535,34,Travel_Rarely,7083,Sales,1,Technical Degree,1,4.0,Male,Sales Executive,Married,1,0
579,34,Travel_Rarely,2768,Research & Development,2,Life Sciences,1,4.0,Male,Research Scientist,Divorced,3,0
1607,32,Travel_Rarely,3312,Research & Development,5,Other,1,2.0,Female,Research Scientist,Married,3,0
604,31,Travel_Rarely,6582,Sales,2,Life Sciences,1,2.0,Male,Sales Executive,Single,4,0
1951,34,Travel_Rarely,8628,Sales,13,Medical,1,4.0,Male,Sales Executive,Divorced,1,0
1900,48,Travel_Frequently,17174,Research & Development,22,Medical,1,4.0,Female,Manager,Divorced,3,0
16,31,Travel_Rarely,2911,Research & Development,26,Life Sciences,1,1.0,Male,Research Scientist,Divorced,1,0
1604,28,Travel_Rarely,2408,Research & Development,24,Medical,1,3.0,Male,Laboratory Technician,Married,1,1
26,24,Non-Travel,4011,Research & Development,11,Other,1,1.0,Female,Manufacturing Director,Divorced,0,0
39,33,Travel_Rarely,2496,Research & Development,2,Medical,1,3.0,Male,Laboratory Technician,Single,4,0
1927,28,Travel_Frequently,6834,Sales,1,Life Sciences,1,3.0,Male,Sales Executive,Married,1,0
626,37,Non-Travel,8834,Sales,9,Medical,1,1.0,Male,Sales Executive,Divorced,1,0
984,35,Travel_Rarely,7823,Sales,3,Life Sciences,1,4.0,Male,Sales Executive,Divorced,6,0
138,34,Travel_Rarely,4809,Research & Development,6,Other,1,1.0,Female,Research Scientist,Single,1,0
206,45,Travel_Rarely,2348,Research & Development,9,Life Sciences,1,2.0,Male,Laboratory Technician,Divorced,8,0
983,38,Non-Travel,5666,Sales,10,Technical Degree,1,,Female,Sales Executive,Single,1,0
1234,32,Travel_Frequently,2743,Research & Development,13,Other,1,3.0,Female,Laboratory Technician,Married,1,0
1545,33,Travel_Rarely,4320,Research & Development,25,Life Sciences,1,,Male,Manufacturing Director,Single,1,0
379,21,Travel_Rarely,3230,Research & Development,3,Medical,1,4.0,Male,Research Scientist,Single,1,0
722,32,Travel_Rarely,5396,Sales,10,Marketing,1,4.0,Male,Sales Executive,Single,1,0
833,30,Travel_Rarely,6877,Research & Development,2,Medical,1,3.0,Female,Manufacturing Director,Single,5,0
342,37,Travel_Frequently,10048,Research & Development,10,Medical,1,1.0,Male,Manufacturing Director,Divorced,6,1
1038,52,Travel_Rarely,19845,Sales,2,Marketing,1,1.0,Female,Manager,Married,1,1
1154,28,Travel_Frequently,2703,Research & Development,6,Life Sciences,1,3.0,Male,Research Scientist,Divorced,1,0
1246,44,Travel_Rarely,2011,Research & Development,2,Life Sciences,1,,Female,Research Scientist,Married,1,0
1383,34,Travel_Rarely,6687,Research & Development,2,Technical Degree,1,3.0,Female,Healthcare Representative,Single,1,0
1833,31,Travel_Frequently,9637,Sales,7,Marketing,1,1.0,Female,Sales Executive,Married,2,0
916,28,Travel_Rarely,4908,Sales,5,Medical,1,,Male,Sales Executive,Single,1,0
1017,30,Travel_Frequently,2422,Research & Development,5,Medical,1,2.0,Female,Laboratory Technician,Single,0,1
390,26,Travel_Frequently,4741,Research & Development,11,Medical,1,1.0,Male,Healthcare Representative,Married,1,0
1131,21,Travel_Rarely,2070,Research & Development,1,Technical Degree,1,4.0,Female,Research Scientist,Single,1,0
1601,35,Travel_Rarely,2690,Research & Development,7,Life Sciences,1,3.0,Male,Laboratory Technician,Married,1,0
1094,27,Non-Travel,4621,Research & Development,8,Life Sciences,1,1.0,Male,Laboratory Technician,Married,1,0
487,46,Non-Travel,5258,Research & Development,7,Medical,1,3.0,Female,Manufacturing Director,Married,2,0
502,34,Non-Travel,5304,Sales,19,Marketing,1,1.0,Male,Sales Executive,Single,8,1
1827,47,Travel_Rarely,10333,Research & Development,4,Life Sciences,1,3.0,Female,Manufacturing Director,Divorced,8,0
330,32,Travel_Rarely,3931,Sales,4,Life Sciences,1,3.0,Female,Sales Representative,Married,2,0
1790,36,Travel_Rarely,8321,Research & Development,10,Life Sciences,1,4.0,Male,Healthcare Representative,Married,7,0
445,39,Travel_Rarely,5238,Sales,3,Medical,1,4.0,Female,Sales Executive,Married,4,1
1675,38,Travel_Frequently,2440,Research & Development,2,Medical,1,4.0,Female,Laboratory Technician,Single,1,0
1746,24,Travel_Frequently,2145,Human Resources,10,Medical,1,1.0,Male,Human Resources,Married,0,0
178,36,Travel_Rarely,4941,Research & Development,6,Medical,1,2.0,Male,Manufacturing Director,Divorced,6,0
1235,32,Travel_Frequently,4998,Research & Development,2,Life Sciences,1,4.0,Female,Research Scientist,Single,4,0
806,30,Travel_Rarely,3833,Research & Development,1,Life Sciences,1,4.0,Male,Laboratory Technician,Married,3,0
113,23,Travel_Rarely,2322,Sales,2,Technical Degree,1,3.0,Male,Sales Representative,Divorced,3,0
1615,34,Travel_Frequently,4724,Research & Development,10,Life Sciences,1,,Male,Manufacturing Director,Divorced,1,0
461,38,Travel_Rarely,11510,Research & Development,15,Life Sciences,1,,Male,Research Director,Divorced,0,0
616,41,Non-Travel,6811,Research & Development,2,Other,1,1.0,Female,Healthcare Representative,Single,2,0
507,24,Travel_Rarely,4260,Sales,10,Marketing,1,4.0,Female,Sales Executive,Divorced,1,0
582,33,Travel_Rarely,13610,Research & Development,15,Medical,1,,Male,Manager,Married,7,1
644,50,Travel_Frequently,18200,Human Resources,3,Medical,1,1.0,Male,Manager,Married,1,0
1687,38,Travel_Rarely,3306,Research & Development,4,Medical,1,4.0,Female,Laboratory Technician,Married,7,0
286,36,Travel_Frequently,2153,Research & Development,18,Medical,1,2.0,Female,Laboratory Technician,Single,1,0
830,32,Travel_Rarely,6162,Research & Development,4,Life Sciences,1,3.0,Female,Manufacturing Director,Married,1,0
1299,29,Travel_Rarely,3339,Research & Development,7,Technical Degree,1,2.0,Female,Laboratory Technician,Divorced,3,1
536,28,Travel_Rarely,4558,Research & Development,17,Medical,1,,Male,Laboratory Technician,Divorced,1,0
462,31,Travel_Rarely,7143,Research & Development,7,Medical,1,3.0,Female,Manufacturing Director,Single,1,0
293,27,Travel_Frequently,9981,Sales,20,Life Sciences,1,4.0,Female,Sales Executive,Single,1,0
786,34,Travel_Rarely,6274,Sales,2,Other,1,4.0,Male,Sales Executive,Single,1,0
1801,46,Non-Travel,7991,Sales,26,Life Sciences,1,2.0,Male,Sales Executive,Single,8,0
665,44,Travel_Rarely,5985,Human Resources,1,Life Sciences,1,1.0,Female,Human Resources,Single,4,0
816,29,Travel_Rarely,2319,Research & Development,1,Life Sciences,1,,Female,Laboratory Technician,Married,1,1
904,37,Non-Travel,7642,Sales,19,Medical,1,1.0,Male,Sales Executive,Single,1,0
1015,30,Travel_Rarely,11416,Research & Development,8,Life Sciences,1,2.0,Female,Research Director,Married,0,0
1256,49,Travel_Rarely,18711,Research & Development,4,Medical,1,,Male,Manager,Married,2,0
2053,29,Travel_Rarely,4025,Research & Development,13,Other,1,4.0,Male,Laboratory Technician,Married,4,0
422,58,Non-Travel,5660,Research & Development,1,Life Sciences,1,4.0,Male,Healthcare Representative,Divorced,2,0
145,51,Travel_Frequently,7484,Research & Development,1,Medical,1,1.0,Female,Healthcare Representative,Single,3,0
585,30,Travel_Rarely,2983,Sales,7,Marketing,1,4.0,Male,Sales Representative,Single,0,0
1309,32,Travel_Rarely,4883,Research & Development,7,Life Sciences,1,4.0,Male,Laboratory Technician,Married,1,1
1062,37,Travel_Rarely,4107,Research & Development,3,Other,1,4.0,Female,Healthcare Representative,Single,3,0
1195,45,Travel_Rarely,4477,Research & Development,7,Medical,1,1.0,Female,Research Scientist,Married,4,0
256,34,Travel_Frequently,9547,Research & Development,2,Life Sciences,1,4.0,Male,Manufacturing Director,Married,1,0
1005,50,Travel_Rarely,13973,Research & Development,24,Life Sciences,1,4.0,Male,Manufacturing Director,Married,3,0
1962,35,Travel_Rarely,5204,Sales,7,Life Sciences,1,3.0,Female,Sales Executive,Married,1,0
1697,60,Travel_Rarely,10883,Research & Development,1,Medical,1,3.0,Male,Healthcare Representative,Divorced,3,0
391,37,Travel_Rarely,2115,Research & Development,1,Life Sciences,1,4.0,Female,Research Scientist,Single,1,0
230,38,Travel_Rarely,8686,Sales,1,Life Sciences,1,1.0,Female,Sales Executive,Single,4,0
893,38,Travel_Rarely,2899,Sales,9,Marketing,1,2.0,Male,Sales Representative,Married,0,0
1622,28,Travel_Rarely,4877,Research & Development,27,Medical,1,2.0,Female,Manufacturing Director,Divorced,0,0
1758,33,Travel_Rarely,8564,Sales,16,Life Sciences,1,1.0,Female,Sales Executive,Single,2,1
1727,46,Travel_Rarely,5562,Research & Development,13,Life Sciences,1,3.0,Male,Healthcare Representative,Single,6,0
601,40,Travel_Rarely,13237,Research & Development,6,Life Sciences,1,2.0,Female,Manufacturing Director,Single,7,0
223,57,Travel_Rarely,9439,Research & Development,24,Life Sciences,1,3.0,Male,Healthcare Representative,Divorced,3,0
1070,54,Travel_Rarely,10686,Sales,2,Life Sciences,1,3.0,Female,Sales Executive,Married,6,0
133,37,Travel_Rarely,2073,Human Resources,6,Human Resources,1,3.0,Male,Human Resources,Divorced,4,1
395,28,Travel_Rarely,3310,Research & Development,8,Life Sciences,1,4.0,Female,Research Scientist,Single,1,0
521,40,Travel_Rarely,3448,Research & Development,2,Medical,1,2.0,Female,Laboratory Technician,Married,6,0
1737,39,Non-Travel,6472,Research & Development,1,Life Sciences,1,4.0,Male,Laboratory Technician,Married,1,0
482,57,Travel_Rarely,6755,Research & Development,1,Medical,1,4.0,Male,Healthcare Representative,Married,2,0
2061,36,Travel_Frequently,2571,Research & Development,23,Medical,1,3.0,Male,Laboratory Technician,Married,4,0
569,50,Travel_Rarely,17046,Research & Development,29,Life Sciences,1,2.0,Male,Manager,Married,0,0
1786,51,Travel_Rarely,13116,Research & Development,3,Technical Degree,1,1.0,Female,Manager,Married,2,0
520,43,Travel_Rarely,14336,Research & Development,12,Life Sciences,1,1.0,Male,Research Director,Divorced,1,0
247,34,Travel_Rarely,2311,Research & Development,27,Medical,1,4.0,Female,Research Scientist,Single,2,0
56,27,Travel_Frequently,8726,Sales,8,Life Sciences,1,4.0,Male,Sales Executive,Single,1,0
1409,52,Travel_Rarely,2950,Research & Development,8,Other,1,3.0,Female,Laboratory Technician,Married,9,0
995,33,Travel_Rarely,3452,Research & Development,13,Life Sciences,1,2.0,Female,Research Scientist,Single,3,0
1156,18,Non-Travel,1904,Research & Development,8,Medical,1,3.0,Male,Laboratory Technician,Single,1,1
351,42,Travel_Rarely,2593,Research & Development,2,Medical,1,4.0,Female,Laboratory Technician,Divorced,0,0
811,23,Travel_Rarely,1601,Research & Development,6,Life Sciences,1,3.0,Male,Laboratory Technician,Married,1,1
399,31,Travel_Frequently,2789,Sales,5,Marketing,1,,Female,Sales Representative,Divorced,1,0
116,51,Travel_Rarely,2075,Research & Development,9,Life Sciences,1,4.0,Male,Laboratory Technician,Married,3,0
1167,42,Travel_Frequently,13758,Sales,12,Life Sciences,1,3.0,Male,Sales Executive,Single,0,1
1420,49,Travel_Frequently,4284,Research & Development,28,Life Sciences,1,1.0,Male,Laboratory Technician,Single,3,1
315,29,Travel_Rarely,2389,Research & Development,18,Medical,1,3.0,Male,Research Scientist,Single,1,1
1591,50,Travel_Rarely,19331,Sales,9,Marketing,1,3.0,Male,Manager,Married,4,0
526,43,Travel_Rarely,4522,Research & Development,8,Other,1,3.0,Female,Healthcare Representative,Divorced,4,0
288,46,Travel_Rarely,9396,Research & Development,1,Medical,1,4.0,Male,Healthcare Representative,Divorced,7,0
2051,40,Travel_Rarely,2001,Research & Development,2,Medical,1,3.0,Female,Research Scientist,Married,2,0
40,44,Travel_Rarely,6465,Research & Development,10,Other,1,4.0,Male,Healthcare Representative,Married,2,0
1340,40,Non-Travel,3544,Research & Development,16,Life Sciences,1,,Male,Research Scientist,Divorced,9,0
2013,32,Travel_Rarely,2269,Sales,1,Medical,1,,Male,Sales Representative,Married,0,0
198,30,Travel_Rarely,2720,Research & Development,2,Medical,1,2.0,Male,Laboratory Technician,Single,0,0
1140,34,Travel_Frequently,4033,Research & Development,2,Life Sciences,1,4.0,Male,Manufacturing Director,Single,2,0
1814,41,Travel_Rarely,6870,Research & Development,5,Life Sciences,1,2.0,Male,Healthcare Representative,Single,3,0
1307,39,Travel_Rarely,17123,Research & Development,13,Medical,1,,Female,Manager,Divorced,6,0
282,38,Travel_Rarely,6673,Research & Development,29,Medical,1,2.0,Male,Healthcare Representative,Married,7,1
1837,58,Travel_Frequently,15787,Research & Development,15,Life Sciences,1,1.0,Male,Research Director,Married,2,0
15,29,Travel_Rarely,4193,Research & Development,15,Life Sciences,1,4.0,Female,Laboratory Technician,Single,0,0
1430,31,Travel_Rarely,16422,Research & Development,8,Life Sciences,1,1.0,Female,Research Director,Single,3,0
623,37,Travel_Rarely,7491,Research & Development,1,Technical Degree,1,2.0,Female,Manufacturing Director,Single,4,0
1180,40,Travel_Frequently,4422,Research & Development,26,Medical,1,3.0,Female,Research Scientist,Married,3,0
567,30,Non-Travel,8412,Sales,22,Other,1,3.0,Female,Sales Executive,Married,0,0
1482,30,Non-Travel,1274,Research & Development,7,Technical Degree,1,3.0,Male,Research Scientist,Divorced,1,0
837,38,Travel_Frequently,6288,Research & Development,12,Life Sciences,1,1.0,Male,Healthcare Representative,Divorced,2,0
179,51,Travel_Frequently,10650,Research & Development,8,Life Sciences,1,1.0,Male,Manufacturing Director,Single,2,1
170,49,Travel_Rarely,6567,Research & Development,20,Medical,1,3.0,Female,Manufacturing Director,Married,1,0
1560,33,Travel_Rarely,6392,Sales,8,Life Sciences,1,1.0,Male,Sales Executive,Married,2,0
602,39,Travel_Frequently,3755,Research & Development,8,Life Sciences,1,3.0,Female,Laboratory Technician,Married,1,0
1888,45,Travel_Rarely,5906,Research & Development,25,Life Sciences,1,2.0,Female,Manufacturing Director,Married,0,0
671,44,Travel_Rarely,19513,Research & Development,3,Other,1,4.0,Male,Manager,Married,4,0
1210,41,Non-Travel,2107,Research & Development,5,Life Sciences,1,,Male,Research Scientist,Divorced,6,1
823,36,Travel_Rarely,5228,Research & Development,1,Other,1,3.0,Female,Manufacturing Director,Married,0,0
1216,28,Travel_Rarely,3196,Research & Development,19,Medical,1,4.0,Male,Laboratory Technician,Married,1,0
1573,38,Travel_Rarely,4855,Research & Development,2,Medical,1,3.0,Male,Manufacturing Director,Married,4,1
1648,27,Travel_Frequently,2580,Research & Development,2,Medical,1,,Male,Research Scientist,Single,2,0
1221,36,Travel_Rarely,2741,Research & Development,6,Life Sciences,1,3.0,Male,Laboratory Technician,Divorced,1,0
731,41,Travel_Rarely,19141,Human Resources,10,Human Resources,1,2.0,Male,Manager,Divorced,3,0
471,32,Travel_Rarely,2370,Research & Development,2,Medical,1,3.0,Female,Laboratory Technician,Married,1,0
1311,30,Travel_Rarely,4627,Research & Development,6,Technical Degree,1,1.0,Female,Laboratory Technician,Married,0,0
1461,31,Travel_Rarely,2109,Human Resources,8,Medical,1,4.0,Female,Human Resources,Single,9,0
1784,31,Travel_Rarely,5468,Sales,29,Marketing,1,1.0,Female,Sales Executive,Married,1,0
1148,42,Travel_Rarely,4272,Research & Development,29,Medical,1,2.0,Male,Laboratory Technician,Single,4,0
956,26,Travel_Frequently,4294,Sales,1,Medical,1,3.0,Male,Sales Executive,Single,1,0
396,49,Travel_Frequently,18665,Research & Development,10,Life Sciences,1,3.0,Female,Research Director,Single,9,0
1618,39,Travel_Rarely,5377,Research & Development,10,Medical,1,,Male,Manufacturing Director,Married,2,0
721,39,Travel_Rarely,4553,Research & Development,2,Technical Degree,1,4.0,Female,Healthcare Representative,Single,1,0
481,36,Travel_Frequently,9699,Sales,3,Medical,1,1.0,Male,Sales Executive,Married,4,0
2049,35,Travel_Frequently,5689,Research & Development,18,Life Sciences,1,3.0,Male,Healthcare Representative,Married,1,0
961,31,Travel_Rarely,5855,Research & Development,12,Medical,1,4.0,Female,Healthcare Representative,Married,0,0
499,49,Travel_Rarely,10965,Research & Development,7,Other,1,2.0,Male,Healthcare Representative,Single,8,0
22,22,Non-Travel,2935,Research & Development,16,Medical,1,4.0,Male,Laboratory Technician,Divorced,1,0
340,37,Travel_Rarely,3920,Research & Development,1,Medical,1,,Female,Research Scientist,Married,2,0
880,35,Travel_Rarely,10685,Research & Development,9,Life Sciences,1,4.0,Female,Manufacturing Director,Married,1,0
1948,31,Non-Travel,3065,Research & Development,3,Medical,1,3.0,Male,Research Scientist,Divorced,1,0
689,37,Travel_Rarely,9434,Research & Development,3,Other,1,3.0,Male,Manufacturing Director,Married,1,0
1871,39,Travel_Rarely,3902,Research & Development,19,Other,1,4.0,Male,Research Scientist,Divorced,8,0
1360,58,Travel_Rarely,10008,Research & Development,7,Medical,1,3.0,Female,Manufacturing Director,Married,7,1
297,30,Travel_Rarely,2657,Research & Development,3,Technical Degree,1,4.0,Female,Research Scientist,Single,5,1
1472,53,Travel_Rarely,16598,Research & Development,2,Medical,1,4.0,Male,Research Director,Single,4,0
1844,29,Travel_Rarely,2335,Human Resources,13,Human Resources,1,1.0,Male,Human Resources,Divorced,4,1
888,24,Non-Travel,3162,Research & Development,4,Life Sciences,1,,Male,Laboratory Technician,Married,0,0
592,36,Non-Travel,9980,Sales,10,Medical,1,,Male,Sales Executive,Single,1,0
1815,41,Travel_Rarely,10447,Sales,4,Marketing,1,,Female,Sales Executive,Divorced,0,0
1036,38,Travel_Rarely,6861,Sales,3,Life Sciences,1,2.0,Male,Sales Executive,Single,8,0
1719,45,Travel_Rarely,16704,Research & Development,28,Technical Degree,1,4.0,Female,Research Director,Single,1,0
812,24,Non-Travel,2694,Research & Development,9,Life Sciences,1,3.0,Male,Laboratory Technician,Divorced,1,0
1624,18,Travel_Frequently,1569,Sales,3,Medical,1,,Female,Sales Representative,Single,1,1
1011,31,Travel_Frequently,0,Research & Development,1,Life Sciences,1,3.0,Female,Manufacturing Director,Married,1,0
1050,53,Travel_Frequently,7525,Sales,2,Marketing,1,3.0,Female,Sales Executive,Married,2,0
200,41,Travel_Rarely,2238,Research & Development,9,Life Sciences,1,3.0,Male,Laboratory Technician,Married,2,0
548,30,Travel_Rarely,6091,Research & Development,2,Life Sciences,1,3.0,Female,Manufacturing Director,Single,2,0
328,33,Travel_Rarely,2707,Research & Development,2,Life Sciences,1,,Female,Laboratory Technician,Married,7,1
1402,43,Travel_Rarely,4081,Research & Development,6,Medical,1,,Female,Research Scientist,Single,1,0
2,49,Travel_Frequently,5130,Research & Development,8,Life Sciences,1,3.0,Male,Research Scientist,Married,1,0
573,60,Travel_Frequently,10266,Sales,28,Marketing,1,3.0,Female,Sales Executive,Married,4,0
643,24,Travel_Rarely,2127,Research & Development,17,Other,1,4.0,Male,Laboratory Technician,Married,1,0
1944,27,Travel_Frequently,2863,Human Resources,22,Human Resources,1,,Female,Human Resources,Married,1,1
1469,28,Travel_Rarely,8463,Sales,5,Medical,1,4.0,Male,Sales Executive,Single,0,0
854,25,Travel_Rarely,3424,Research & Development,2,Medical,1,1.0,Male,Research Scientist,Single,7,0
321,59,Travel_Rarely,2267,Human Resources,6,Medical,1,2.0,Male,Human Resources,Married,8,0
1297,51,Travel_Frequently,2838,Research & Development,6,Medical,1,2.0,Female,Laboratory Technician,Single,0,0
312,29,Travel_Frequently,7918,Sales,1,Medical,1,2.0,Female,Sales Executive,Married,1,0
102,37,Travel_Rarely,13664,Research & Development,7,Medical,1,1.0,Male,Research Director,Single,4,0
1852,29,Travel_Frequently,3812,Research & Development,20,Medical,1,4.0,Male,Laboratory Technician,Married,1,0
121,30,Travel_Rarely,5209,Sales,4,Medical,1,3.0,Female,Sales Executive,Divorced,1,0
1239,40,Travel_Rarely,6852,Sales,10,Technical Degree,1,2.0,Female,Sales Executive,Divorced,7,0
159,30,Travel_Frequently,2613,Research & Development,23,Life Sciences,1,1.0,Male,Research Scientist,Divorced,1,0
875,42,Travel_Frequently,2515,Research & Development,2,Medical,1,2.0,Male,Research Scientist,Single,5,0
134,32,Travel_Rarely,2956,Research & Development,1,Life Sciences,1,,Male,Research Scientist,Single,1,0
1915,34,Travel_Rarely,8103,Sales,3,Medical,1,4.0,Female,Sales Executive,Married,3,0
1052,36,Travel_Rarely,4834,Research & Development,15,Other,1,1.0,Male,Laboratory Technician,Divorced,7,1
125,32,Travel_Rarely,5010,Sales,6,Medical,1,2.0,Male,Sales Executive,Single,1,0
387,42,Travel_Rarely,4907,Sales,1,Life Sciences,1,2.0,Male,Sales Executive,Married,1,0
1055,34,Travel_Rarely,2220,Sales,10,Life Sciences,1,,Female,Sales Representative,Married,1,0
254,55,Travel_Rarely,18722,Research & Development,14,Medical,1,3.0,Male,Research Director,Single,8,0
899,35,Travel_Rarely,10903,Research & Development,25,Technical Degree,1,4.0,Male,Manufacturing Director,Married,3,0
1333,44,Travel_Rarely,2362,Research & Development,3,Life Sciences,1,1.0,Male,Laboratory Technician,Married,4,1
565,29,Travel_Rarely,2546,Research & Development,25,Technical Degree,1,3.0,Female,Research Scientist,Married,5,1
885,25,Travel_Rarely,4256,Sales,4,Marketing,1,,Male,Sales Executive,Married,1,0
1301,28,Travel_Rarely,2080,Research & Development,1,Technical Degree,1,4.0,Male,Research Scientist,Single,2,0
451,43,Travel_Rarely,9985,Research & Development,7,Life Sciences,1,3.0,Female,Healthcare Representative,Married,8,0
1907,56,Travel_Rarely,2587,Research & Development,24,Life Sciences,1,1.0,Male,Laboratory Technician,Single,1,1
2037,41,Travel_Rarely,8938,Sales,3,Life Sciences,1,3.0,Male,Sales Executive,Divorced,2,0
1355,38,Travel_Rarely,6893,Sales,2,Life Sciences,1,2.0,Female,Sales Executive,Divorced,3,0
377,28,Travel_Rarely,2070,Research & Development,9,Medical,1,4.0,Male,Research Scientist,Married,1,0
1664,36,Travel_Rarely,6842,Research & Development,3,Life Sciences,1,4.0,Male,Healthcare Representative,Divorced,6,0
1486,28,Travel_Frequently,2909,Sales,1,Technical Degree,1,1.0,Male,Sales Representative,Married,3,1
1537,31,Travel_Frequently,4084,Research & Development,3,Life Sciences,1,4.0,Female,Research Scientist,Single,1,1
927,41,Travel_Rarely,2778,Research & Development,2,Life Sciences,1,2.0,Female,Laboratory Technician,Divorced,4,1
686,26,Travel_Rarely,2659,Research & Development,6,Life Sciences,1,3.0,Female,Laboratory Technician,Married,1,0
308,31,Non-Travel,4345,Research & Development,1,Medical,1,3.0,Male,Manufacturing Director,Married,0,0
361,38,Non-Travel,5249,Sales,2,Life Sciences,1,4.0,Male,Sales Executive,Married,3,0
1712,45,Non-Travel,10748,Research & Development,1,Life Sciences,1,3.0,Male,Healthcare Representative,Married,3,0
1121,28,Travel_Rarely,7655,Research & Development,3,Medical,1,4.0,Female,Manufacturing Director,Divorced,0,0
784,23,Travel_Rarely,3505,Research & Development,10,Medical,1,1.0,Male,Research Scientist,Single,1,0
96,32,Travel_Rarely,6220,Research & Development,1,Life Sciences,1,2.0,Male,Research Scientist,Married,1,0
791,52,Non-Travel,4258,Research & Development,19,Medical,1,4.0,Male,Research Scientist,Married,0,0
1804,35,Non-Travel,5762,Research & Development,2,Medical,1,2.0,Male,Manufacturing Director,Divorced,2,0
455,29,Travel_Rarely,3983,Research & Development,9,Other,1,2.0,Male,Laboratory Technician,Single,0,0
1448,41,Travel_Rarely,2127,Research & Development,5,Medical,1,2.0,Male,Research Scientist,Married,2,0
1529,35,Travel_Rarely,8606,Research & Development,16,Life Sciences,1,4.0,Female,Healthcare Representative,Single,1,0
1101,33,Travel_Frequently,4508,Research & Development,29,Medical,1,1.0,Female,Research Scientist,Single,1,1
1321,30,Travel_Rarely,11916,Research & Development,17,Medical,1,2.0,Female,Manager,Married,1,0
1960,28,Travel_Rarely,2367,Research & Development,17,Technical Degree,1,3.0,Male,Laboratory Technician,Divorced,5,1
1358,25,Travel_Rarely,3669,Research & Development,19,Medical,1,4.0,Male,Laboratory Technician,Married,3,0
1282,51,Travel_Frequently,19847,Sales,9,Life Sciences,1,4.0,Male,Manager,Divorced,4,0
192,45,Travel_Rarely,3452,Research & Development,29,Medical,1,3.0,Male,Research Scientist,Single,5,0
825,58,Travel_Rarely,19246,Research & Development,2,Life Sciences,1,4.0,Male,Research Director,Single,7,1
2054,29,Travel_Rarely,3785,Research & Development,28,Medical,1,4.0,Female,Research Scientist,Single,1,0
1152,38,Travel_Rarely,2844,Human Resources,1,Human Resources,1,,Male,Human Resources,Married,1,0
97,36,Travel_Rarely,3038,Research & Development,6,Life Sciences,1,2.0,Female,Laboratory Technician,Married,3,0
630,52,Travel_Rarely,5577,Research & Development,6,Technical Degree,1,4.0,Male,Research Scientist,Divorced,3,0
1829,40,Travel_Rarely,4448,Research & Development,12,Life Sciences,1,2.0,Female,Healthcare Representative,Divorced,2,0
4,37,Travel_Rarely,2090,Research & Development,2,Other,1,4.0,Male,Laboratory Technician,Single,6,1
1670,33,Travel_Rarely,5505,Sales,2,Medical,1,4.0,Male,Sales Executive,Divorced,1,0
1641,40,Travel_Rarely,7945,Research & Development,16,Life Sciences,1,3.0,Female,Manufacturing Director,Single,6,0
1903,44,Travel_Rarely,5033,Research & Development,1,Life Sciences,1,2.0,Male,Healthcare Representative,Married,2,0
859,32,Travel_Rarely,4403,Sales,13,Life Sciences,1,2.0,Male,Sales Executive,Divorced,2,0
716,50,Travel_Rarely,3221,Research & Development,28,Medical,1,4.0,Male,Laboratory Technician,Married,1,0
1371,27,Travel_Frequently,5071,Sales,2,Life Sciences,1,4.0,Male,Sales Executive,Single,3,0
838,34,Travel_Frequently,2553,Research & Development,16,Life Sciences,1,3.0,Female,Research Scientist,Single,1,0
952,25,Travel_Rarely,2413,Sales,19,Marketing,1,3.0,Male,Sales Representative,Married,1,1
1876,30,Travel_Rarely,1081,Sales,9,Medical,1,2.0,Male,Sales Representative,Single,1,1
100,35,Travel_Rarely,4312,Sales,1,Marketing,1,3.0,Male,Sales Executive,Single,0,0
1206,44,Non-Travel,2290,Research & Development,17,Life Sciences,1,4.0,Male,Research Scientist,Single,2,0
1892,40,Travel_Rarely,16823,Research & Development,1,Life Sciences,1,1.0,Male,Manager,Divorced,2,0
