index,work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary
2893,2022,MI,FT,Data Engineer,ES,100.0,ES,M,73546
1576,2023,SE,FT,Data Scientist,US,100.0,US,M,90000
3386,2022,SE,FT,Data Engineer,US,100.0,US,M,100000
499,2023,SE,FT,Data Engineer,US,,US,M,165000
318,2023,SE,FT,Data Scientist,US,,US,M,165000
958,2023,SE,FT,Data Scientist,US,,US,M,260000
2075,2022,SE,FT,Data Engineer,US,,US,M,153600
1792,2023,SE,FT,Data Scientist,CA,,CA,M,120000
1847,2022,MI,FT,Data Engineer,US,,US,M,260000
3340,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,214000
2271,2022,SE,FT,Data Engineer,US,,US,M,153600
2937,2022,MI,FT,Data Analytics Consultant,US,100.0,US,L,113000
576,2023,SE,FT,Data Engineer,CA,100.0,CA,M,145000
2267,2022,EN,FT,Data Engineer,US,,US,M,160000
2823,2022,SE,FT,Data Scientist,US,,US,M,154000
1514,2023,MI,FT,Data Engineer,US,,US,M,175000
2146,2022,SE,FT,Data Scientist,US,,US,M,70000
1668,2023,MI,FT,Data Analyst,US,,US,M,80000
904,2023,SE,FT,Machine Learning Engineer,US,,US,M,204500
2118,2020,MI,FT,Business Data Analyst,US,,US,M,95000
847,2023,SE,FT,Machine Learning Engineer,US,,US,M,153400
2645,2022,SE,FT,Data Scientist,ES,,ES,M,37824
2345,2022,SE,FT,Data Scientist,US,,US,M,129300
1218,2023,SE,FT,Data Architect,US,100.0,US,M,160000
1457,2023,SE,FT,Data Engineer,US,100.0,US,M,107250
3467,2021,EN,FT,Data Scientist,US,100.0,US,M,80000
1468,2023,MI,FT,Data Analyst,US,,US,M,206000
1944,2022,SE,FT,Data Scientist,US,,US,M,190000
2010,2022,SE,FT,Machine Learning Engineer,MX,100.0,MX,M,185000
523,2023,MI,FT,Data Architect,US,,US,M,167500
3049,2022,SE,FT,Data Engineer,US,100.0,US,M,115000
2789,2022,EN,FT,AI Scientist,PT,100.0,ES,M,31520
2244,2022,SE,FT,Data Engineer,US,,US,M,105200
1584,2023,SE,FT,Data Analyst,US,100.0,US,M,102500
2675,2022,SE,FT,Applied Scientist,US,100.0,US,M,141525
1630,2023,EN,FT,Data Scientist,IN,100.0,US,M,50000
3364,2022,SE,FT,Data Analyst,US,100.0,US,M,170000
2595,2022,SE,FT,Data Scientist,US,100.0,US,M,38000
931,2023,SE,FT,Data Scientist,US,100.0,US,M,160000
2106,2022,SE,FT,Data Engineer,US,100.0,US,M,134760
315,2023,SE,FT,Data Scientist,US,,US,M,155000
1803,2023,SE,FT,Data Engineer,US,100.0,US,M,128000
735,2023,MI,FT,Data Scientist,IN,100.0,IN,L,17022
2859,2022,SE,FT,Data Engineer,US,100.0,US,M,63000
3050,2022,EN,FT,Machine Learning Engineer,US,50.0,US,L,115000
794,2023,SE,FT,Data Science Manager,US,,US,M,245100
2667,2022,SE,FT,Data Engineer,US,100.0,US,M,160395
2768,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
1877,2022,EN,FT,Data Engineer,US,,US,M,65000
2177,2022,SE,FT,Data Analyst,US,,US,M,100000
880,2023,SE,FT,Data Analyst,US,,US,M,95000
1385,2023,SE,FT,Data Scientist,US,,US,M,156400
3424,2022,MI,FT,Machine Learning Infrastructure Engineer,PT,50.0,PT,L,55685
726,2023,MI,FT,Data Analyst,US,100.0,US,M,75000
2662,2022,MI,FT,Data Scientist,US,50.0,US,L,108000
1339,2023,SE,FT,Director of Data Science,CA,50.0,CA,M,125686
3550,2021,MI,FT,Data Engineer,US,100.0,US,L,140000
24,2023,SE,FT,Analytics Engineer,GB,100.0,GB,M,143200
386,2023,SE,FT,Data Scientist,US,100.0,US,M,104650
1741,2023,SE,FT,Data Engineer,US,100.0,US,M,138750
2006,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,201000
2026,2022,SE,FT,Data Analyst,US,,US,M,166700
397,2023,MI,FT,Data Engineer,US,,US,M,125000
1857,2022,MI,FT,Data Scientist,FR,100.0,FR,M,94560
394,2023,SE,FT,Data Scientist,ES,,ES,M,38631
145,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,318300
2706,2022,SE,FT,Data Engineer,US,100.0,US,M,160000
0,2023,SE,FT,Principal Data Scientist,ES,100.0,ES,L,85847
2800,2022,EN,FT,BI Data Analyst,IN,100.0,IN,M,8050
2427,2022,SE,FT,Cloud Data Engineer,SK,100.0,SK,S,12608
1594,2023,SE,FT,Data Engineer,US,,US,M,130000
3077,2022,SE,FT,Data Engineer,US,,US,M,99100
763,2023,SE,FT,Data Engineer,US,100.0,US,M,276000
2897,2022,SE,FT,Data Scientist,US,100.0,US,M,141525
3470,2022,SE,FT,Applied Data Scientist,US,100.0,US,L,177000
1628,2023,MI,FT,Machine Learning Engineer,US,,US,M,145000
2835,2022,SE,FT,Data Engineer,ES,100.0,US,M,193000
729,2023,MI,FT,ML Engineer,US,,US,M,147000
1593,2023,SE,FT,Data Engineer,US,,US,M,300000
993,2023,SE,FT,Data Analyst,US,,US,M,185900
3452,2022,SE,FT,Machine Learning Developer,CA,100.0,CA,M,76814
1458,2023,SE,FT,Data Engineer,US,,US,M,300000
1879,2022,SE,FT,Data Analyst,US,100.0,US,M,119000
540,2023,MI,FT,Machine Learning Engineer,US,,US,M,90000
848,2023,SE,FT,Machine Learning Engineer,US,,US,M,122700
407,2023,SE,FT,Machine Learning Engineer,US,,US,M,241000
1817,2023,MI,FT,Data Scientist,US,,US,M,130000
3496,2021,EN,,Data Analyst,ES,50.0,ES,M,10354
882,2023,SE,FT,Data Analyst,US,,US,M,185900
728,2023,MI,FT,ML Engineer,US,,US,M,160000
1622,2023,SE,FT,Data Scientist,US,,US,M,185000
36,2023,MI,FT,Data Engineer,US,,US,M,130000
3615,2021,SE,FT,ML Engineer,US,100.0,US,S,256000
1733,2023,SE,FT,Data Analyst,US,,US,M,85000
3090,2022,SE,FT,Data Scientist,US,,US,L,100000
3637,2021,SE,FT,Lead Data Engineer,PR,50.0,US,S,160000
890,2023,SE,FT,Data Scientist,US,,US,M,201000
3274,2022,EX,FT,Data Analyst,US,100.0,US,M,130000
434,2023,MI,FT,Data Manager,US,,US,M,120000
3367,2022,MI,FT,Data Scientist,US,100.0,US,M,130000
3074,2022,EN,FT,Data Scientist,BE,50.0,BE,S,52008
3485,2021,MI,FT,Applied Machine Learning Scientist,VN,100.0,US,M,38400
3629,2021,EN,FT,Machine Learning Engineer,NL,100.0,DE,S,85000
3419,2020,SE,FT,Machine Learning Manager,CA,50.0,CA,L,117104
582,2023,EN,FT,Data Scientist,US,,US,M,120000
579,2023,MI,FT,Data Scientist,GB,,GB,M,78990
3549,2020,EN,FT,Machine Learning Engineer,US,100.0,US,S,138000
1150,2023,SE,FT,Data Engineer,US,100.0,US,M,146000
493,2023,SE,FT,AI Developer,UA,,UA,M,108000
1642,2023,SE,FT,Research Scientist,US,,US,M,145000
3070,2022,SE,FT,Data Engineer,US,100.0,US,M,100000
1750,2023,EN,FT,Research Engineer,US,,US,M,120000
1319,2023,MI,FT,Machine Learning Engineer,GB,,GB,M,145828
3476,2021,MI,FT,ML Engineer,JP,50.0,JP,S,63711
2365,2022,SE,FT,Data Analyst,US,,US,M,110600
1300,2023,SE,FT,Data Scientist,US,100.0,US,M,170000
606,2023,MI,FT,Data Analyst,US,100.0,US,M,52500
923,2023,SE,FT,Data Engineer,US,,US,M,140000
1629,2023,MI,FT,Machine Learning Engineer,US,,US,M,87000
3199,2022,MI,FT,Data Analyst,ES,100.0,ES,M,31520
1810,2022,MI,FT,Data Analyst,IN,100.0,IN,L,14307
1745,2023,EN,FT,Data Engineer,US,,US,M,135000
2295,2022,SE,FT,Data Management Specialist,IT,,IT,L,68293
3029,2022,SE,FT,Data Engineer,US,,US,M,141300
3006,2022,MI,FT,Data Engineer,GB,,GB,M,98506
1680,2023,SE,FT,Data Engineer,US,100.0,US,M,135000
1865,2022,MI,FT,Data Engineer,US,100.0,US,M,150000
491,2023,SE,FT,Data Engineer,US,,US,M,81500
1557,2023,SE,FT,BI Developer,US,100.0,US,M,110000
3436,2021,SE,FT,Head of Data,SI,100.0,SI,L,102839
210,2023,SE,FT,Computer Vision Engineer,US,,US,M,170000
3300,2022,SE,FT,Data Analyst,US,100.0,US,M,112900
3576,2020,EN,,ML Engineer,DE,100.0,DE,S,15966
869,2023,MI,FT,Data Engineer,US,,US,M,75000
1639,2023,SE,FT,BI Developer,US,,US,M,197000
797,2023,EX,FT,Data Engineer,US,,US,M,167500
109,2023,SE,FT,Data Engineer,US,,US,M,247300
2321,2022,SE,FT,Data Engineer,US,100.0,US,M,231250
983,2023,EN,FT,Computer Vision Engineer,US,,US,M,220000
254,2023,SE,FT,Research Engineer,US,,US,M,293000
691,2023,SE,FT,Data Engineer,US,,US,M,147100
785,2023,SE,FT,Data Scientist,US,,US,M,239748
2397,2022,SE,FT,Data Scientist,US,100.0,US,M,134000
2065,2022,SE,FT,Data Scientist,US,,US,M,165000
2507,2022,SE,FT,Data Engineer,US,,US,M,110000
1093,2023,SE,FT,Data Engineer,US,100.0,US,M,290000
3178,2022,SE,FT,Data Scientist,US,100.0,US,M,123000
2686,2022,MI,FT,Research Scientist,DE,,DE,S,126080
1697,2023,SE,FT,Data Engineer,US,100.0,US,M,150000
526,2023,SE,FT,Research Scientist,US,,US,M,200000
2906,2022,SE,FT,Data Scientist,US,,US,M,191475
555,2023,SE,FT,Data Analyst,US,100.0,US,M,190000
1935,2022,SE,FT,Data Analyst,US,,US,M,95000
1415,2023,EN,FT,Data Engineer,US,,US,M,160000
3598,2021,EN,FT,Data Scientist,FR,50.0,FR,L,36643
937,2023,EN,FT,Data Analyst,US,100.0,US,M,75000
1101,2023,SE,FT,Analytics Engineer,US,,US,M,175000
945,2023,SE,FT,Data Analyst,US,100.0,US,M,90000
3695,2021,SE,FT,Data Analytics Manager,US,,US,L,120000
1445,2023,SE,FT,Data Scientist,CY,50.0,EE,L,63312
914,2023,SE,FT,Data Scientist,US,,US,M,190000
382,2023,SE,FT,Data Analyst,US,,US,M,106000
1931,2022,SE,FT,Applied Scientist,US,100.0,US,M,164000
1309,2023,SE,FT,Data Scientist,US,,US,M,175000
2018,2022,SE,FT,BI Developer,US,100.0,US,M,140000
538,2023,MI,FT,Data Engineer,US,,US,M,115092
398,2023,MI,FT,Data Engineer,US,,US,M,90000
2622,2022,SE,FT,Data Scientist,US,,US,M,185900
705,2023,MI,FT,Data Engineer,GB,100.0,GB,M,85066
2426,2022,SE,FT,Data Architect,US,100.0,US,M,136000
276,2023,SE,FT,Applied Scientist,US,,US,L,260000
1253,2023,SE,FT,Data Engineer,US,,US,M,124740
1602,2023,SE,FT,Data Engineer,US,,US,M,94000
791,2023,SE,FT,Data Engineer,US,,US,M,252000
3285,2022,SE,FT,Data Scientist,US,100.0,US,M,138600
1582,2023,MI,FT,Data Scientist,US,,US,M,183310
3738,2021,MI,FT,Data Scientist,US,,US,L,73000
3389,2022,SE,FT,Data Analyst,US,100.0,US,M,106260
2758,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
60,2023,SE,FT,Data Engineer,US,100.0,US,M,231500
1310,2023,SE,FT,Data Scientist,US,,US,M,148750
1374,2023,EX,FT,Data Engineer,US,,US,M,175000
1362,2023,SE,FT,Machine Learning Engineer,US,,US,M,163800
2895,2022,SE,FT,Data Scientist,US,100.0,US,M,141525
1595,2023,MI,FT,Data Scientist,TH,50.0,TH,L,24740
2380,2022,EN,FT,Machine Learning Developer,IT,100.0,DE,S,33000
2523,2022,EX,FT,Analytics Engineer,US,100.0,US,M,157000
3448,2022,EN,FT,Data Scientist,AU,50.0,AU,M,83171
2266,2022,MI,FT,Data Analyst,US,,US,M,100000
1989,2022,MI,FT,Data Engineer,US,100.0,US,M,130000
1578,2023,MI,FT,Data Analyst,US,100.0,US,M,100000
3416,2022,SE,FT,Data Engineer,US,100.0,US,M,105000
1435,2023,SE,FT,Data Scientist,US,100.0,US,M,209450
2319,2022,SE,FT,Analytics Engineer,US,100.0,US,M,193750
2320,2022,SE,FT,Analytics Engineer,US,100.0,US,M,116250
1411,2023,SE,FT,Data Scientist,US,,US,M,70000
1988,2022,SE,FT,Data Engineer,US,,US,M,122600
3341,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,192600
3357,2022,SE,FT,Data Analyst,US,100.0,US,M,60000
1994,2022,SE,FT,Data Analyst,US,100.0,US,M,100000
61,2023,SE,FT,Data Engineer,US,100.0,US,M,166000
219,2023,MI,FT,AI Developer,FI,,FI,M,75020
3241,2022,MI,FT,Data Scientist,GB,,GB,M,36940
1376,2023,SE,FT,Data Engineer,US,,US,M,226700
2193,2022,EN,FT,Data Engineer,US,,US,M,160000
3228,2022,MI,FT,Machine Learning Scientist,US,100.0,US,L,160000
1835,2022,SE,FT,Data Engineer,US,,US,M,100000
636,2023,SE,FT,Data Scientist,US,100.0,US,M,102500
1512,2023,EN,FT,Data Scientist,IN,50.0,IN,S,12888
108,2023,SE,FT,Analytics Engineer,US,,US,M,116450
1725,2023,SE,FT,ML Engineer,US,,US,M,202353
1214,2023,SE,FT,Data Analyst,US,,US,M,108000
1142,2023,SE,FT,Data Scientist,US,,US,M,78000
2496,2022,SE,FT,Data Analyst,US,100.0,US,M,135000
734,2023,SE,FT,Data Analyst,US,,US,M,106020
1751,2023,SE,FT,Research Scientist,US,,US,M,250000
2438,2022,MI,FT,Data Scientist,US,100.0,US,M,85000
1691,2023,SE,FT,Data Engineer,US,,US,M,110000
1448,2023,SE,FT,Data Scientist,US,100.0,US,M,240000
3635,2021,MI,FT,Data Engineer,US,,US,M,111775
2211,2022,SE,FT,Data Scientist,US,,US,M,140000
128,2023,SE,FT,Data Engineer,US,,US,M,129000
3347,2022,MI,FT,Data Scientist,US,,US,M,102100
148,2023,SE,FT,Data Engineer,US,100.0,US,M,75000
3294,2022,SE,FT,Data Scientist,US,,US,M,150000
458,2023,EN,FT,Data Engineer,US,100.0,US,M,61800
167,2023,MI,FT,Data Engineer,US,,US,M,162500
575,2023,SE,FT,Data Engineer,CA,100.0,CA,M,160000
2299,2022,SE,FT,Applied Scientist,US,100.0,US,M,184000
250,2023,EN,FT,Data Engineer,US,,US,M,85000
2067,2022,SE,FT,Applied Scientist,US,100.0,US,M,230000
1560,2023,SE,FT,Research Scientist,US,,US,M,210000
2865,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
183,2020,EX,FT,Staff Data Analyst,NG,,CA,M,15000
38,2023,MI,FT,Data Analyst,US,,US,M,64500
1243,2023,SE,FT,Data Engineer,US,,US,M,167580
2136,2022,SE,FT,Machine Learning Engineer,US,,US,M,142200
1119,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,186000
1211,2023,SE,FT,Data Engineer,US,,US,M,230000
1042,2023,SE,FT,Data Engineer,US,,US,M,153600
3453,2022,MI,FT,Data Scientist,PL,100.0,PL,L,33609
316,2023,SE,FT,Data Manager,US,100.0,US,M,115000
1085,2023,SE,FT,Research Engineer,US,,US,M,230000
266,2023,SE,FT,Data Engineer,US,,US,L,240500
1848,2022,MI,FT,Data Engineer,US,,US,M,175000
3542,2021,MI,FT,Data Engineer,PL,100.0,PL,L,28476
342,2023,SE,FT,Machine Learning Engineer,US,,US,M,257000
2156,2022,MI,FT,Data Scientist,US,100.0,US,M,130000
2470,2022,MI,FT,Data Scientist,GB,50.0,GB,M,57872
467,2023,SE,FT,Data Scientist,US,,US,M,195000
632,2023,SE,FT,Data Engineer,US,,US,M,129000
3118,2022,EN,FT,Data Engineer,US,100.0,US,L,86000
2553,2022,MI,FT,Data Engineer,BR,100.0,BR,M,78000
3064,2022,EX,FT,Research Scientist,NL,,NL,L,84053
1269,2023,SE,FT,Data Science Manager,US,100.0,US,M,231250
973,2023,SE,FT,Head of Data,PT,100.0,PT,L,75116
3180,2022,SE,FT,Machine Learning Engineer,US,,US,M,164996
2490,2022,SE,FT,Data Engineer,US,100.0,US,M,236000
1245,2023,SE,FT,Data Engineer,US,100.0,US,M,250000
3471,2022,MI,FT,Data Engineer,FR,100.0,FR,M,65141
2630,2022,SE,FT,Data Scientist,US,,US,M,225000
1239,2023,MI,FT,Data Analyst,US,,US,M,165000
3280,2022,SE,FT,Data Scientist,US,100.0,US,M,167000
770,2023,SE,FT,Machine Learning Engineer,GB,,GB,M,101228
3007,2022,MI,FT,Data Engineer,GB,,GB,M,73880
2739,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
1929,2022,SE,FT,Data Engineer,US,,US,M,100000
1020,2023,MI,FT,Data Engineer,US,,US,M,140000
1291,2023,MI,FT,Data Analyst,US,100.0,US,M,95000
1203,2023,SE,FT,Data Manager,US,,US,M,140000
2954,2022,MI,FT,Data Scientist,US,,US,M,160000
1235,2023,EN,FT,Data Analyst,US,100.0,US,M,85000
2791,2022,SE,FT,Data Architect,US,100.0,US,L,131300
3101,2022,SE,FT,Data Engineer,US,100.0,US,M,130000
405,2023,EN,FT,Research Engineer,US,,US,M,155000
3189,2022,SE,FT,Data Engineer,US,100.0,US,M,101570
243,2023,SE,FT,Data Scientist,US,,US,M,237000
1842,2022,MI,FT,Data Analyst,US,,US,M,100000
3414,2022,SE,FT,Data Scientist,US,100.0,US,M,185100
479,2023,EX,FT,Director of Data Science,US,,US,M,249300
775,2022,SE,FT,BI Developer,US,100.0,US,L,130000
3686,2020,MI,FT,Lead Data Engineer,PT,100.0,US,M,56000
832,2023,SE,FT,Data Analytics Specialist,US,,US,M,105000
1958,2022,SE,FT,Data Engineer,US,,US,M,120000
820,2023,SE,FT,Data Analyst,US,100.0,US,M,127000
1543,2023,SE,FT,Data Scientist,US,,US,M,225000
2250,2022,SE,FT,Data Scientist,ES,,ES,M,37824
3519,2021,EX,FT,Head of Data,RU,50.0,RU,L,230000
2660,2022,SE,FT,Data Architect,US,100.0,US,M,180000
1312,2023,SE,FT,Research Scientist,US,,US,M,200000
1551,2023,SE,FT,Data Scientist,US,,US,M,134000
377,2023,SE,FT,Machine Learning Engineer,US,,US,M,289076
1769,2023,SE,FT,Data Engineer,US,100.0,US,M,175000
1206,2023,MI,FT,Machine Learning Engineer,GB,100.0,GB,M,48609
452,2023,SE,FT,Data Engineer,US,,US,M,114500
3464,2021,SE,FT,Data Engineer,US,,US,L,150000
193,2023,SE,FT,Data Scientist,US,,US,M,186000
3438,2022,EN,FT,Data Scientist,CA,100.0,CA,L,51081
1075,2023,SE,FT,Data Engineer,US,,US,M,167580
236,2023,SE,FT,Data Engineer,US,,US,M,100000
445,2023,SE,FT,Applied Scientist,US,100.0,US,M,205000
2733,2022,SE,FT,Data Scientist,US,100.0,US,M,148000
2608,2022,SE,FT,Data Scientist,US,,US,M,123400
1015,2023,SE,FT,Data Architect,US,,US,M,168400
3238,2022,EX,FT,Data Engineer,US,100.0,US,M,242000
92,2023,SE,FT,Data Scientist,ES,,ES,M,38631
2555,2022,SE,FT,Data Architect,US,,US,M,345600
2149,2021,EN,FT,3D Computer Vision Researcher,AS,,AS,M,20000
2765,2022,SE,FT,Data Scientist,US,100.0,US,M,153000
1459,2023,SE,FT,Data Engineer,US,,US,M,119000
2571,2022,EN,FT,Data Scientist,CA,100.0,CA,L,73742
1888,2022,SE,FT,ML Engineer,US,100.0,US,M,235000
1454,2023,SE,FT,Data Analyst,US,100.0,US,M,160000
2548,2022,MI,FT,Analytics Engineer,BR,100.0,BR,M,48000
2886,2022,SE,FT,Data Scientist,US,100.0,US,M,141525
1452,2023,SE,FT,Data Analyst,US,100.0,US,M,130000
3543,2021,MI,FT,Data Analytics Engineer,US,100.0,US,L,110000
1535,2023,SE,FT,Data Engineer,US,,US,M,226700
2696,2022,SE,FT,Analytics Engineer,US,100.0,US,M,130000
1185,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,288000
1198,2023,EN,FT,Data Analyst,US,100.0,US,M,60000
1515,2023,SE,FT,Data Scientist,US,100.0,US,M,136000
3220,2022,MI,FT,Data Engineer,GR,100.0,GR,M,63040
563,2023,MI,FT,Data Engineer,US,,US,M,151000
2520,2022,SE,FT,Data Engineer,US,,US,M,260000
3541,2021,EX,FT,Director of Data Science,IT,100.0,PL,L,153667
873,2023,SE,FT,Data Engineer,US,,US,M,109400
808,2023,SE,FT,BI Analyst,US,,US,M,160000
2372,2022,SE,FT,Data Scientist,US,,US,M,140700
245,2023,SE,FT,Data Science Manager,US,,US,M,191765
1775,2023,SE,FT,Computer Vision Engineer,US,,US,M,185000
3072,2022,MI,FT,Data Analyst,US,100.0,US,M,130000
2047,2022,SE,FT,Data Scientist,ES,,ES,M,37824
2424,2022,SE,FT,Data Analyst,US,100.0,US,M,110000
2229,2022,SE,FT,Data Scientist,US,,US,M,129300
2154,2022,SE,FT,Data Engineer,US,,US,M,175000
640,2023,SE,FT,Data Scientist,US,,US,M,126000
123,2023,SE,FT,Analytics Engineer,US,,US,M,289800
925,2023,SE,FT,Data Engineer,US,,US,M,116000
2471,2022,EN,FT,Data Analyst,US,100.0,US,L,64000
441,2023,SE,FT,Applied Scientist,US,,US,L,260000
2736,2022,SE,FT,Data Architect,US,100.0,US,M,135000
3733,2021,SE,FT,Principal Data Scientist,US,100.0,US,L,235000
3224,2021,MI,FT,Machine Learning Engineer,IT,50.0,IT,L,51064
2565,2022,SE,FT,Data Analyst,US,100.0,US,M,236600
1174,2023,MI,FT,Data Engineer,US,,US,M,90000
2408,2022,SE,FT,Data Scientist,US,100.0,US,M,243900
912,2023,MI,FT,Data Engineer,US,,US,M,154000
2501,2022,EN,,Data Analyst,CN,50.0,US,S,125404
2362,2022,SE,FT,Data Scientist,US,,US,M,225000
2829,2022,MI,FT,Data Engineer,US,,US,M,100000
213,2023,SE,FT,Data Scientist,CA,,CA,M,224000
2580,2022,SE,FT,Data Engineer,US,,US,M,225000
1388,2023,SE,FT,Data Engineer,US,100.0,US,M,265000
2205,2022,EN,FT,Machine Learning Research Engineer,DE,50.0,DE,L,66192
508,2023,SE,FT,Data Analyst,US,,US,M,145000
204,2023,EX,FT,Data Engineer,US,,US,M,205000
3545,2020,EN,FT,Machine Learning Engineer,US,50.0,US,L,250000
3291,2022,SE,FT,Data Analyst,CA,100.0,CA,M,61300
2431,2022,SE,FT,Data Engineer,US,,US,M,172200
1656,2023,MI,FT,Data Analyst,US,,US,M,72000
3658,2020,EN,FT,Data Scientist,FR,,FR,S,51321
3267,2022,SE,FT,Data Scientist,US,100.0,US,M,99360
133,2023,SE,FT,Machine Learning Engineer,US,,US,L,342300
2904,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
1115,2023,SE,FT,Data Engineer,US,100.0,US,M,81500
325,2023,MI,FT,Machine Learning Engineer,US,100.0,US,M,280700
898,2023,SE,FT,Data Scientist,US,,US,M,185900
2961,2022,SE,FT,Analytics Engineer,US,,US,M,152000
628,2023,MI,FT,Data Engineer,US,,US,M,120000
1444,2021,EN,FT,Marketing Data Engineer,SG,50.0,SG,L,66970
2174,2022,SE,FT,Data Engineer,US,100.0,US,M,129400
1304,2023,SE,FT,Data Analyst,US,100.0,US,M,192500
331,2023,SE,FT,Data Engineer,US,,US,M,115000
2422,2022,EN,FT,Data Manager,US,100.0,US,M,45600
666,2023,SE,FT,Data Analyst,US,100.0,US,M,81666
2921,2022,MI,FT,Data Scientist,GB,,GB,M,118208
49,2023,SE,FT,Data Scientist,US,100.0,US,M,245000
2953,2022,MI,FT,Data Scientist,US,,US,M,225000
911,2023,SE,FT,Data Engineer,US,100.0,US,M,78000
3627,2021,EN,FT,Data Scientist,US,100.0,US,M,100000
2802,2022,SE,FT,Data Engineer,US,100.0,US,M,85000
2528,2022,SE,FT,Data Architect,US,,US,M,128000
2,2023,MI,CT,ML Engineer,US,100.0,US,S,25500
3478,2021,MI,FT,Data Analyst,US,100.0,US,M,90000
1522,2023,SE,FT,BI Analyst,US,,US,M,110000
356,2023,SE,FT,Data Scientist,US,100.0,US,M,238000
2743,2022,SE,FT,Data Scientist,US,,US,M,218000
1181,2023,SE,FT,Data Analyst,US,100.0,US,M,120000
1884,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,246000
3616,2021,MI,FT,Data Engineer,US,100.0,US,L,110000
2707,2022,SE,FT,Data Engineer,US,100.0,US,M,85000
1288,2023,SE,FT,Data Analyst,US,,US,M,385000
2962,2022,SE,FT,Data Engineer,US,,US,M,250000
1830,2022,SE,FT,Data Engineer,US,,US,M,170000
1826,2022,SE,FT,Data Scientist,US,,US,M,150000
2123,2022,SE,FT,Data Engineer,US,,US,M,78000
2794,2022,SE,FT,Data Architect,US,100.0,US,L,195400
1657,2023,SE,FT,Analytics Engineer,US,,US,M,207000
1612,2023,SE,FT,Data Scientist,US,100.0,US,M,136000
2917,2022,SE,FT,Data Scientist,US,,US,M,204100
2502,2022,SE,FT,Data Engineer,US,,US,M,300000
920,2023,SE,FT,Data Scientist,US,100.0,US,M,275300
708,2023,EX,FT,Data Scientist,US,,US,M,145000
1596,2022,MI,FT,Computer Vision Engineer,IN,100.0,IN,M,15897
984,2023,SE,FT,BI Data Analyst,DE,100.0,DE,M,71897
3377,2022,SE,FT,Data Scientist,US,100.0,US,M,140000
385,2023,SE,FT,Data Scientist,US,100.0,US,M,157750
1474,2023,SE,FT,Data Engineer,CA,100.0,CA,M,153000
1422,2023,SE,FT,Applied Scientist,US,,US,L,262500
2654,2022,MI,FT,Data Scientist,AU,,AU,L,83171
2664,2022,SE,FT,Machine Learning Manager,US,100.0,US,M,150000
1193,2023,SE,FT,Data Scientist,US,100.0,US,M,215050
3596,2021,SE,FT,Data Engineer,GB,50.0,GB,L,96282
1369,2023,SE,FT,Data Analytics Manager,US,,US,M,138900
2456,2022,SE,FT,Data Engineer,US,,US,M,135000
473,2023,EX,FT,Data Engineer,US,100.0,US,M,207000
2940,2022,MI,FT,BI Data Analyst,AU,100.0,AU,M,53368
3066,2022,SE,FT,Analytics Engineer,AR,100.0,US,S,48000
94,2023,SE,FT,Data Scientist,US,,US,M,70000
963,2023,SE,FT,Research Scientist,US,,US,M,150000
2883,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
3337,2022,SE,FT,Data Analyst,US,100.0,US,M,90320
2020,2022,MI,FT,Data Analyst,US,100.0,US,M,75000
1585,2023,SE,FT,Data Scientist,US,,US,M,210000
2590,2022,SE,FT,Data Scientist,US,100.0,US,M,155000
3235,2022,MI,FT,Data Analyst,US,,US,S,58000
373,2023,SE,FT,Data Engineer,US,,US,M,250000
2950,2022,SE,FT,Data Engineer,US,,US,M,90000
260,2023,SE,FT,Data Scientist,US,100.0,US,M,175000
1581,2023,MI,FT,Data Scientist,US,,US,M,183310
1632,2023,SE,FT,ML Engineer,US,100.0,US,M,203500
943,2023,SE,FT,Machine Learning Engineer,US,,US,M,126000
3035,2022,MI,FT,Lead Data Scientist,GB,50.0,GB,S,61566
778,2023,SE,FT,Data Engineer,US,,US,M,126000
3373,2022,SE,FT,Data Analyst,US,,US,M,99000
1311,2023,SE,FT,Research Scientist,US,,US,M,370000
996,2023,SE,FT,Machine Learning Engineer,US,,US,M,142200
1726,2023,SE,FT,Data Engineer,PT,,PT,M,69751
889,2023,MI,FT,Data Scientist,US,100.0,US,M,97750
3148,2022,SE,FT,Data Analyst,US,,US,M,112900
893,2023,SE,FT,Data Engineer,US,,US,M,129000
1587,2023,SE,FT,Data Architect,US,,US,M,174500
396,2023,EN,FT,Data Engineer,US,,US,M,65000
3666,2021,MI,FT,Big Data Engineer,IN,,IN,L,22611
48,2023,SE,FT,Data Scientist,US,100.0,US,M,262000
423,2023,SE,FT,Data Engineer,US,,US,M,146000
2753,2022,SE,FT,Data Scientist,US,100.0,US,M,141525
